LICENSE,NAME,ADDRESS,CITY,ST,ZIP,COUNTY,OWNER,OPR FNAME,OPR LNAME,TELEPHONE
18D0323164,PEDIATRIC & ADOLESCENT ASSOCIATES PSC,3050 HARRODSBURG ROAD,LEXINGTON,KY,40503,FAYETTE,,CHARLES,ISON,(859) 277-6102
KY22005061,"PEDIATRIC & ADOLESCENT ASSOCIATES, PSC","171 NORTH EAGLE CREEK, SUITE 100",LEXINGTON,KY,40509,FAYETTE,,,,(859) 277-6102
18D0931536,PEDIATRIC AND NEONATAL SPECIALISTS,6500 PRESTON HIGHWAY,LOUISVILLE,KY,40219,JEFFERSON,,BRENDA,OSBORNE,(502) 893-5502
18D0949974,PEDIATRIC AND NEONATAL SPECIALISTS PSC,720 WEST BROADWAY SUITE 201,LOUISVILLE,KY,40202,JEFFERSON,,BRENDA,OSBORNE,(502) 893-5502
KY22028241,PEDIATRIC ASSOCIATES,175 FRENCH STREET,COLD SPRING,KY,41076,CAMPBELL,,,,(859) 341-5400
KY22028242,PEDIATRIC ASSOCIATES,9920 BERBERICH DRIVE,FLORENCE,KY,41042,BOONE,,,,(859) 341-5400
18D0997986,PEDIATRIC ASSOCIATES,1710 NORTH MAIN STREET,HAZARD,KY,41701,PERRY,,SUSHIL,VELAVALKAR,(606) 487-8300
18D0924189,PEDIATRIC ASSOCIATES OF ELIZABETHTOWN,111 HELMWOOD PLAZA DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,,MARQUITA,BALL,(270) 737-4808
KY22001300,PEDIATRIC ASSOCIATES OF PIKEVILLE,156 ISLAND CREEK ROAD,PIKEVILLE,KY,41502,PIKE,,,,(606) 432-3221
KY22002550,PEDIATRIC ASSOCIATES PSC,2865 CHANCELLOR DR #225,CRESTVIEW HILLS,KY,41017,KENTON,,,,(606) 341-5400
KY22001307,PEDIATRIC CARE OF KENTUCKY,924 MAIN STREET,COVINGTON,KY,41011,KENTON,,,,(606) 341-7500
KY22002099,PEDIATRIC CARE OF KENTUCKY PSC,20 MEDICAL VILLAGE DRIVE STE 102,EDGEWOOD,KY,41017,KENTON,,,,(859) 341-1011
KY22002053,PEDIATRIC CARE OF KENTUCKY PSC,5495 NORTH BEND ROAD SUITE 101,BURLINGTON,KY,41005,BOONE,,,,(859) 586-9030
KY22016290,PEDIATRIC ENDOCRINOLOGY & DIABETES,"411 EAST CHESTNUT, SUITE 743",LOUISVILLE,KY,40202,JEFFERSON,,,,(502) 852-4347
18D0325373,PEDIATRIC GROUP OF PADUCAH PSC,2605 KENTUCKY AVENUE SUITE 501,PADUCAH,KY,42003,MCCRACKEN,,DAVID,SCHELL,(270) 443-7534
KY22000219,"PEDIATRIC PARTNERS OF JEFFERSONTOWN, PLLC",3840 RUCKRIEGEL PARKWAY SUITE 105,LOUISVILLE,KY,40299,JEFFERSON,,,,(502) 261-7227
KY22003495,PEDIATRIC PARTNERS OF NORTHERN KENTUCKY,1945 HIGHLAND PIKE,FT WRIGHT,KY,41017,KENTON,,,,(859) 331-4005
KY22020655,PEDIATRICS OF BULLITT COUNTY,327 EASTBROOKE POINTE DRIVE #200,MOUNT WASHINGTON,KY,40047,BULLITT,,,,(502) 538-5090
KY22009949,PEDIATRICS OF BULLITT COUNTY PLLC,1707 CEDAR GROVE ROAD SUITE 20,SHEPHERDSVILLE,KY,40165,BULLITT,,,,(502) 215-5090
KY22001495,PEDIATRICS OF FLORENCE PSC,7409 US 42,FLORENCE,KY,41042,BOONE,,,,(859) 525-8181
KY22023996,"PENDLETON FAMILY CARE, LLC",100 REYNOLDS ROAD,GLASGOW,KY,42141,BARREN,,,,(270) 678-6333
KY22020756,"PENNYRILE NEPHROLOGY ASSOCIATES, PSC","1724 KENTON STREET, SUITE 2F",HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 926-6058
KY22028422,PERSONAL FITNESS & REHABILITATION LLC,12101 SYCAMORE STATION PLACE SUITE - 101,LOUISVILLE,KY,40299,JEFFERSON,,,,(502) 812-1002
KY22024567,"PERSUADED HEALTH CARE, INC","123 N 19TH STREET, 2ND FLOOR",MIDDLESBORO,KY,40965,BELL,,,,(606) 248-0507
KY22000161,"PEVELER, BOWLING, WOMACK & MARKERT PSC","1169 EASTERN PKWY, SUITE 2265",LOUISVILLE,KY,40217,JEFFERSON,,,,(502) 635-7455
KY22003033,PHYSICIAN SERVICES OF MEMORIAL HOSPITAL,56 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,CLAY,,,,(606) 598-7900
KY22003328,PHYSICIAN SERVICES OF MEMORIAL HOSPITAL,56 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,CLAY,,,,(606) 599-9955
KY22028907,PHYSICIAN SPECIALIST OF MURRAY,300 S 8TH STREET STE 401E,MURRAY,KY,42071,CALLOWAY,,,,(270) 753-2444
KY22003317,PHYSICIAN'S MEDICAL CENTER DBA,1006 NEW MOODY LANE,LA GRANGE,KY,40031,OLDHAM,,,,(812) 206-7624
18D0325036,PHYSICIANS FOR CHILDREN,1330 S MAYO TRAIL STE 201,PIKEVILLE,KY,41501,PIKE,,RAKESH,SACHDEVA,(606) 432-0123
18D0985218,PHYSICIANS FOR WOMEN AND FAMILIES,23 WILLOW DRIVE,AUXIER,KY,41602,FLOYD,,DENVER,BARTLEY,(606) 886-8997
KY22001286,PHYSICIANS PRIMARY CARE,912 DUPONT ROAD,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 297-8555
18D0320547,PHYSICIANS TO CHILDREN & ADOLESCENTS,102 WEST DEPOT STREET,SPRINGFIELD,KY,40069,WASHINGTON,,DANIEL,FINN,(859) 336-3952
KY22025435,PHYSICIANS TO CHILDREN & ADOLESCENTS,420 NORTH 5TH STREET,BARDSTOWN,KY,40004,NELSON,,,,(502) 348-7554
KY22005004,"PIKEVILLE DERMATOLOGY & COSMETIC CENTER, PSC",108 NORTH AUXIER AVENUE,PIKEVILLE,KY,41501,PIKE,,,,(606) 432-9106
KY22015273,PIKEVILLE MEDICAL CENTER 7TH FLOOR CLINIC,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-6249
KY22013536,PIKEVILLE MEDICAL CENTER 8TH FLOOR CLINIC,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-4793
KY22022647,PIKEVILLE MEDICAL CENTER INC,911 BYPASS ROAD 6TH FLOOR CLINIC,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-6406
KY22020636,PIKEVILLE MEDICAL CENTER PHYSICIANS PRACTICE -,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,,,,(606) 437-9550
KY22020796,PIKEVILLE MEDICAL CENTER SPECIALTY CLINIC AT,311 NORTH ARNOLD AVENUE,PRESTONSBURG,KY,41653,FLOYD,,,,(606) 886-1495
KY22020797,PIKEVILLE MEDICAL CENTER SPECIALTY CLINIC AT,107 MEDICAL PLAZA LANE,WHITESBURG,KY,41858,LETCHER,,,,(606) 633-7355
KY22024121,PIKEVILLE MEDICAL CENTER WEIGHT LOSS CENTER,"1098 SOUTH MAYO TRAIL, STE 103",PIKEVILLE,KY,41501,PIKE,,,,(606) 218-6358
KY22023529,"PIKEVILLE MEDICAL CENTER, INC",908 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-6222
KY22022235,"PIKEVILLE MEDICAL CENTER, INC",911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-6409
KY22026242,"PIKEVILLE MEDICAL CENTER, INC","911 BYPASS ROAD, 10TH FLOOR CLINIC",PIKEVILLE,KY,41502,PIKE,,,,(606) 218-2210
KY22025800,"PIKEVILLE MEDICAL CENTER, INC HEART INSTITUTE","911 BYPASS ROAD, 1ST FLOOR",PIKEVILLE,KY,41501,PIKE,,,,(606) 218-2939
KY22028545,"PIKEVILLE MEDICAL CENTER, INC MARTIN CLINIC","263 KY ROUTE 122, SUITE C",MARTIN,KY,41649,FLOYD,,,,(606) 218-3500
KY22010006,PIKEVILLE MEDICAL CENTER-PAIN MANAGEMENT,911 BYPASS ROAD 5TH FLOOR ELLIOTT BUILDING,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-3553
18D0886867,PINE MOUNTAIN CLINIC LAB,850 RIVERVIEW AVE,PINEVILLE,KY,40977,BELL,,MADHAN,MOHAN,(606) 337-1912
KY22024464,PINEVILLE MEDICAL CLINIC,251 S PINE STREET,PINEVILLE,KY,40977,BELL,,,,(606) 337-3500
KY22028147,PLASTIC SURGEONS OF LEXINGTON,1401 HARRODSBURG RD B75,LEXINGTON,KY,40504,FAYETTE,,,,(859) 276-3883
KY22008526,PMC CLINIC AT HAROLD,246 KY ROUTE 979,HAROLD,KY,41635,FLOYD,,,,(606) 478-4600
KY22029676,PMC PRIMARY CARE MAIN CAMPUS,908 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-2221
KY22027964,PMC URGENT CARE ST MATTHEWS,4149 SHELBYVILLE ROAD,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 753-2980
KY22016719,POOLE AND THOMAS PEDIATRICS,"2351 HUGUENARD DRIVE, SUITE 200",LEXINGTON,KY,40503,FAYETTE,,,,(859) 260-7700
KY22002450,PRAKASH SHAH,1724 KENTON STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(502) 887-9066
KY22001338,"PREFERRED HEALTHCARE, INC",686 SOUTH HWY 25W,WILLIAMSBURG,KY,40769,WHITLEY,,,,(606) 549-5052
KY22025038,PREMIER FAMILY EYECARE,15-F GRANDVIEW DRIVE,FRANKFORT,KY,40601,FRANKLIN,,,,(502) 695-1771
KY22026723,PREMIER PEDIATRICS,110 N WATER STREET,HENDERSON,KY,42420,HENDERSON,,,,(270) 212-1447
KY22000172,PRESTONSBURG PRIMARY CARE PLLC,535 N LAKE DRIVE,PRESTONSBURG,KY,41653,FLOYD,,,,(606) 886-8466
KY22000787,PREVENTIVE MEDICINE & ENVIRONMENTAL HEALTH,UKHEALTHCARE AT TURFLAND TRAVEL CLINIC DR SPENGLER,LEXINGTON,KY,40504,FAYETTE,,,,(859) 257-5150
KY22029375,PRIMARY CARE,911 BYPASS ROAD BUILDING 100,PIKEVILLE,KY,41501,PIKE,,,,(606) 218-6432
KY22000998,PRIMARY CARE ASSOCIATES OF RUSSELL COUNTY,"92 J P PETTY DRIVE, SUITE 300",RUSSELL SPRINGS,KY,42642,RUSSELL,,,,(270) 866-7066
KY22003118,PRIMARY CARE CENTERS OF EASTERN KENTUCKY,10897 SOUTH HWY 15,SCUDDY,KY,41760,PERRY,,LINDA,ELKINS,(606) 476-2274
KY22003602,PRIMARY CARE CENTERS OF EASTERN KENTUCKY,58 W HWY 80,HINDMAN,KY,41822,KNOTT,,LINDA,ELKINS,(606) 785-1300
KY22000686,PRIMARY CARE CENTERS OF EASTERN KY,"101 TOWN AND COUNTRY LANE, SUITE 100",HAZARD,KY,41701,PERRY,,LINDA,ELKINS,(606) 439-1300
KY22000530,PRIMARY CARE MEDICAL CENTER,1000 SOUTH 12TH STREET,MURRAY,KY,42071,CALLOWAY,,,,(502) 759-9200
KY22002960,PRIMARY EYE CARE ASSOCIATES,"1821 FLORENCE PIKE, SUITE 1",BURLINGTON,KY,41005,BOONE,,,,(859) 586-3937
KY22001252,PRIMARY PEDIATRICS PSC,59 CAVALIER BOULEVARD SUITE 330,FLORENCE,KY,41042,BOONE,,,,(859) 371-3232
KY22026777,"PRIORITY PRIMARY CARE, LLC",60 SHELTON LANE,RUSSELLVILLE,KY,42276,LOGAN,,,,(270) 632-4514
KY22018872,PROFESSIONALS IN EYE CARE,"356 MCWHORTER STREET, SUITE 1",LONDON,KY,40741,LAUREL,,,,(606) 877-6585
18D0320482,PROSPECT PEDIATRICS PSC,9217 US HIGHWAY 42 SUITE G,PROSPECT,KY,40059,JEFFERSON,,PATRICK,HYNES,(502) 228-1312
KY22028720,PSYCHOLOGICAL & BEHAVIARAL CONSULTANTS,"101 MEDICAL HEIGHTS DR, SUITE H",FRANKFORT,KY,40601,FRANKLIN,,,,(216) 831-6611
KY22028718,PSYCHOLOGICAL & BEHAVIORAL CONSULANTS,"1030 MONARCH STREET, SUITE 100",LEXINGTON,KY,40513,FAYETTE,,,,(216) 831-6611
KY22028721,PSYCHOLOGICAL & BEHAVIORAL CONSULTANTS,161 PROSPERONS PLACE,LEXINGTON,KY,40509,FAYETTE,,,,(216) 831-6611
KY22003545,"PULMONARY AND SLEEP CLINIC, PLLC",1739 CANTON STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 881-1813
KY22019575,"QUALITY CARE CONSULTANTS, LLC","219 MOUNTAIN PARKWAY SPUR, ROOM 2",CAMPTON,KY,41301,WOLFE,,,,(606) 668-6932
KY22029208,QUAMED - HORSE CAVE HEALTH CENTER (DART),739 SOUTH DIXIE STREET,HORSE CAVE,KY,42749,HART,,,,(866) 892-3585
KY22015872,QUANTUM HEALTH CARE ASSOCIATES OF CUMBERLAND,103 KINGDOM COME ROAD,CUMBERLAND,KY,40823,HARLAN,,,,(606) 589-5514
KY22006266,QUANTUM HEALTHCARE,210 BLACK GOLD BLVD,HAZARD,KY,41701,PERRY,,,,(606) 436-0711
18D0710708,R K THIND MD,138 EVERGREEN ROAD SUITE 101,LOUISVILLE,KY,40243,JEFFERSON,,R. K.,THIND,(502) 244-1966
KY22002548,RADCLIFF PEDIATRICS,"750 W LINCOLN TRAIL BOULEVARD, SUITE 101",RADCLIFF,KY,40160,HARDIN,,HY,NGUYEN,(270) 351-1850
KY22005785,RAINBOW PEDIATRICS,"809 MORTON AVENUE, SUITE 100",BARDSTOWN,KY,40004,NELSON,,,,(502) 349-6641
KY22002413,RAJESH K SHETH MD,"332 W BROADWAY, SUITE 600",LOUISVILLE,KY,40202,JEFFERSON,,,,(502) 583-2759
KY22028389,RAMEY FAMILY PRACTICE,10363 REGINA BELCHER HWY,ELKHORN CITY,KY,41522,PIKE,,,,(606) 754-8445
KY22002455,"RAVI CHARY, MD",6500 PRESTON HIGHWAY,LOUISVILLE,KY,40219,JEFFERSON,,,,(502) 969-5995
KY22013029,"RAY J BEGAY MD, INC",508 WILLIAM THOMPSON BYWAY,LEITCHFIELD,KY,42754,GRAYSON,,,,(270) 259-0352
KY22003147,RAY OF HOPE RECOVERIES INC,"104 CANEWOOD CENTER DRIVE, SUITE 3",GEORGETOWN,KY,40324,SCOTT,,,,(502) 863-7555
KY22003203,RAYMOND D WELLS MD,7904 FARM SPRING DRIVE,PROSPECT,KY,40059,JEFFERSON,,,,(606) 298-3412
KY22029300,REBOUND RECOVERY CENTERS,340 LEGION DRIVE SUITE 28,LEXINGTON,KY,40504,FAYETTE,,,,(859) 523-3477
KY22029301,REBOUND RECOVERY CENTERS,5 LINVILLE DR SUITE 102,PARIS,KY,40361,BOURBON,,,,(859) 340-1807
KY22024095,REBOUND RECOVERY CENTERS LLC,5 LINVIILLE DRIVE SUITE 102,PARIS,KY,40361,BOURBON,,,,(859) 340-1807
KY22023126,RECOVERY CENTER,"1550 HIGHWAY 15 SOUTH, SUITE 200",JACKSON,KY,41339,BREATHITT,,KRYDER,VAN BUSKIRK,(000) 666-8404
KY22029137,"RECOVERY CHESTNUT, LLC",1020 W MARKET STREET,LOUISVILLE,KY,40202,JEFFERSON,,,,(502) 585-4848
KY22014518,RECOVERY WORKS OF ELIZABETHTOWN,100 DIECKS DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 982-1244
KY22000317,RED RIVER HEALTH CARE,321 C EAST COLLEGE AVE,STANTON,KY,40380,POWELL,,,,(606) 663-9797
KY22003662,REED FAMILY MEDICINE,"387 TOWN MOUNTAIN ROAD, SUITE 101",PIKEVILLE,KY,41501,PIKE,,,,(606) 437-3456
KY22027656,REGIONAL DERMATOLOGY,989 GOVERNORS LANE,LEXINGTON,KY,40513,FAYETTE,,,,(859) 296-7546
KY22020273,RENEW RECOVERY LLC,2645 NORTH LAUREL ROAD SUITE B,LONDON,KY,40741,LAUREL,,,,(859) 533-7424
KY22028925,RESTART CLINIC,129 EDGEWOOD PLAZA,NICHOLASVILLE,KY,40356,JESSAMINE,,,,(859) 264-7700
KY22022506,RESTORATIVE WELLNESS CLINIC,1114 REUBEN STREET STE 4,LONDON,KY,40741,LAUREL,,,,(606) 618-0125
KY22024971,"RESURRECTION TREATMENT CLINICS, LLC","1718 ALEXANDRIA DRIVE, #101",LEXINGTON,KY,40504,FAYETTE,,,,(859) 276-1015
KY22005723,RETINA ASSOCIATES OF KENTUCKY,"120 NORTH EAGLE CREEK DRIVE, SUITE 500",LEXINGTON,KY,40509,FAYETTE,,,,(859) 263-3900
KY22029014,RHEUMATOLOGY SPECIALISTS OF PADUCAH,100 KIANA COURT SUITE B,PADUCAH,KY,42001,MCCRACKEN,,,,(270) 408-6100
KY22003300,"RICHARD M DARTT, PSC",106 COMMERCIAL DRIVE,HARRODSBURG,KY,40330,MERCER,,,,(859) 734-3482
KY22028926,RICHMOND FAMILY MEDICINE ASSOCIATES,"312 JASON DRIVE, SUITE 9",RICHMOND,KY,40475,MADISON,,,,(859) 575-4075
KY22008286,RICHMOND PAIN MANAGEMENT CENTER,"1024 IVAL JAMES BOULEVARD, SUITE C",RICHMOND,KY,40475,MADISON,,,,(859) 353-5907
KY22017105,"RICHMOND PRIMARY CARE, PLLC","1024 IVAL JAMES BLVD, SUITE B",RICHMOND,KY,40475,MADISON,,,,(859) 353-8041
KY22018483,RICHMOND REGIONAL ONCOLOGY CENTER,"793 EASTERN BY-PASS,SUITE G2",RICHMOND,KY,40475,MADISON,,,,(859) 626-0074
KY22029045,RINEYVILLE FAMILY MEDICAL CLINIC LLC,6184 RINEYVILLE RD,RINEYVILLE,KY,40162,HARDIN,,,,(270) 900-1236
KY22001245,RIVER HILLS PEDIATRICS,"525 ALEXANDRIA PIKE, SUITE 320",SOUTHGATE,KY,41071,CAMPBELL,,,,(859) 781-1310
KY22010346,RIVERBEND PHYSICAL MEDICINE & REHABILITATION PLLC,"1102 TRIPLETT STREET, SUITE 2100",OWENSBORO,KY,42303,DAVIESS,,,,(270) 926-7320
KY22000264,"RIVERHILLS HEALTHCARE, INC",320 THOMAS MORE PARKWAY,CRESTVIEW HILLS,KY,41017,KENTON,,,,(859) 426-3547
KY22022924,RIVERPARK EYE CARE,221 ALLEN STREET,OWENSBORO,KY,42303,DAVIESS,,,,(270) 685-4966
KY22028522,RJ ROBERTS MD PLLC,8141 NEW LA GRANGE RD,LOUISVILLE,KY,40222,JEFFERSON,,,,(502) 890-2005
KY22001507,"ROACH,FISHER,ROACH MD PLLC",PO BOX 277,MIDWAY,KY,40347,WOODFORD,,,,(606) 846-4445
KY22000283,ROBERT A NOEL MD,3612 LEXINGTON RD,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 897-1871
18D0321860,ROBERT B NOLAN JR MD,4119 BROWNS LANE SUITE 1,LOUISVILLE,KY,40220,JEFFERSON,,ROBERT,NOLAN,(502) 451-9296
KY22000743,ROBERT E ELLIS MD,9115 LEESGATE RD SUITE C,LOUISVILLE,KY,40222,JEFFERSON,,,,(502) 719-0782
KY22000924,ROBERT G DRAKE JR MD,79 IMAGING DRIVE,SOMERSET,KY,42503,PULASKI,,,,(606) 679-1449
KY22001570,ROBERT L SCHWEITZER MD,3950 KRESGE WAY SUITE 103,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 895-2489
KY22002367,ROCKCASTLE FAMILY WELLNESS,140 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,,,,(606) 256-5176
KY22000305,ROCKCASTLE PEDIATRICS & ADOLESCENTS,140 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,,,,(606) 256-4148
18D0685153,RON FULKERSON MD PSC,1300 WEST LEXINGTON AVENUE,WINCHESTER,KY,40391,CLARK,,RON,FULKERSON,(606) 744-8003
KY22000160,RONALD D HALL MD,1098 SOUTH MAYO TRAIL SUITE 211,PIKEVILLE,KY,41501,PIKE,,,,(606) 432-5532
KY22022763,ROSE GARDEN CENTER FOR HOPE AND HEALING,2020 MADISON AVE,COVINGTON,KY,41014,KENTON,,,,(859) 261-0323
KY22000142,ROSENBERG REYES MD,320 WEST WOODLAWN AVENUE,LOUISVILLE,KY,40214,JEFFERSON,,,,(502) 368-2563
KY22028805,RURAL MEDICAL GROUP,6450 KENTUCKY ROUTE 1428 SUITE 2,ALLEN,KY,41601,FLOYD,,,,(606) 874-0509
KY22003266,RUSSELL FAMILY MEDICAL CENTER,404 STEVE DRIVE,RUSSELL SPRINGS,KY,42642,RUSSELL,,HOLLY,VON GRUENIGEN,(270) 866-3161
KY22011426,SAINT CAMILLUS URGENT CARE,3600 FREDRICA STREET A & B,OWENSBORO,KY,42301,DAVIESS,,,,(270) 684-0023
KY22001561,SAINT ELIZABETH PHYSICIANS,7766 EWING BOULEVARD,FLORENCE,KY,41042,BOONE,,,,(859) 371-1153
KY22002113,SAINT JOSEPH BEREA FAMILY MEDICINE,"305 ESTILL STREET, 4TH FLOOR",BEREA,KY,40403,MADISON,,,,(859) 986-2344
KY22014950,SAINT JOSEPH CARDIOLOGY ASSOCIATES,ATTN SHEILA DEVINE THE WOMENS HOSPITAL AT SJE,LEXINGTON,KY,40509,FAYETTE,,,,(859) 421-0960
18D0669076,SAINT JOSEPH HEALTH SYSTEM INC D/B/A,"701 BOB-O-LINK DRIVE, SUITE 100",LEXINGTON,KY,40504,FAYETTE,,SCOTT,PIERCE,(859) 224-3194
KY22015957,SAINT JOSEPH HEMATOLOGY ONCOLOGY EAST,3470 BLAZER PARKWAY SUITE 230,LEXINGTON,KY,40509,FAYETTE,,,,(859) 629-7110
KY22000940,SAINT JOSEPH INTERNAL MEDICINE ASSOCIATES,"1054 CENTER DRIVE, SUITE 2",RICHMOND,KY,40475,MADISON,,,,(859) 625-5242
KY22017612,SAINT JOSEPH PEDIATRICS ASSOCIATES,"1250 KEENE ROAD, SUITE 104",NICHOLASVILLE,KY,40356,JESSAMINE,,,,(859) 887-4100
KY22002504,SAINT JOSEPH PRIMARY ASSOCIATES,40 S BANK STREET,MOUNT STERLING,KY,40353,MONTGOMERY,,,,(859) 498-2815
KY22019012,SAINT JOSEPH PRIMARY CARE ASSOCIATES- ROGERS,"1250 KEENE ROAD, SUITE 104",NICHOLASVILLE,KY,40356,JESSAMINE,,,,(859) 685-0700
KY22016594,SAINT JOSEPH RHEUMATOLOGY ASSOCIATES,211 FOUNTAIN COURT STE 220,LEXINGTON,KY,40509,FAYETTE,,,,(859) 967-5594
18D1024296,SAINT LUKES FAMILY MULTISPECIALITY CLI,31 MAIN STREET,CAMPTON,KY,41301,WOLFE,,EDWIN,SANTOS,(606) 668-9076
KY22029233,SALERSVILLE LAB,100 BREANNA BLVD,SALYERSVILLE,KY,41465,MAGOFFIN,,,,(606) 889-3623
KY22003459,SAM KESRI MD,6040 SCOTTSVILLE ROAD,BOWLING GREEN,KY,42104,WARREN,,,,(270) 842-5850
KY22002421,SAM PERSAD MD,730 N MAIN,FRANKLIN,KY,42134,SIMPSON,,,,(502) 586-7053
KY22000159,SAMUEL J KING MD,"P O BOX 1107, 419 TOWN MOUNTAIN ROAD, SUITE 204",PIKEVILLE,KY,41501,PIKE,,,,(606) 432-1403
KY22002258,SAMUEL P PIKE MD,100 HELMWOOD PLAZA DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,,,,(502) 765-6242
KY22001159,SANJIV GUPTA MD PSC,"P O BOX 1620, 300 STATE HIGHWAY 1947 A",GRAYSON,KY,41143,CARTER,,,,(606) 474-2200
KY22027730,SCIENCE HILL FAMILY CARE,"5775 US HWY 27, STE 6",SCIENCE HILL,KY,42553,PULASKI,,,,(606) 685-6131
KY22001981,"SCOTT AND JONAH, PSC",101 MEDICAL HEIGHTS DR STE D,FRANKFORT,KY,40601,FRANKLIN,,,,(502) 875-2468
KY22001313,SCOTT C SIMS MD,720 E SECOND AVENUE SUITE 203,BOWLING GREEN,KY,42101,WARREN,,,,(502) 843-5114
KY22003170,"SCOTT COUNTY FAMILY PRACTICE, PLLC","105 WINDSOR PATH, SUITE 2",GEORGETOWN,KY,40324,SCOTT,,,,(502) 863-4485
KY22017209,SELFREFIND,"329 FLOYD DRIVE, SUITE C",CARROLLTON,KY,41008,CARROLL,,,,(502) 686-1031
KY22023711,"SENSIBLE PSYCHIATRIC SERVICES, PLLC",4010 DUPONT CIRCLE SUITE 300,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 894-6066
KY22029717,SERENITY HEALTH,3901 DUTCHMANS LANE SUITE 105,LOUISVILLE,KY,40207,JEFFERSON,,,,(888) 442-4325
KY22002370,"SEVEN HILLS OB/GYN ASSOCIATES, INC","7348 HIGHWAY 42, SUITE 201",FLORENCE,KY,41042,BOONE,,,,(859) 344-2510
KY22002127,"SEVEN HILLS OB/GYN ASSOCIATES, INC","20 MEDICAL VILLAGE DRIVE, #302",EDGEWOOD,KY,41017,KENTON,,,,(859) 344-2510
KY22003470,SHARPSBURG MEDICAL CLINIC,P O BOX 217 MAIN ST,SHARPSBURG,KY,40374,BATH,,,,(606) 247-5006
KY22001980,SHEARER DAVID MD,10060 DEMIA WAY,FLORENCE,KY,41042,BOONE,,,,(606) 525-6770
18D0683117,SHELBY PEDIATRICS PSC,71 MACK WALTERS RD,SHELBYVILLE,KY,40065,SHELBY,,ERIC,SIEGEL,(502) 633-7337
KY22008528,SHELBY VALLEY FAMILY PRACTICE,"6800 US 23 SOUTH, SUITE 3",PIKEVILLE,KY,41501,PIKE,,,,(606) 218-3500
KY22001460,SHIFA PSC,270 FIRST STREET,CHAVIES,KY,41727,PERRY,,,,(606) 487-8188
18D0934789,"SKIN GROUP PLLC, THE","2307 RIVER ROAD, STE101",LOUISVILLE,KY,40206,JEFFERSON,,ROBERT,ZAX,(502) 583-6647
KY22015731,"SKIN GROUP, THE","1868 W HEBRON LANE, STE 200",SHEPHERDSVILLE,KY,40165,BULLITT,,,,(502) 583-6647
KY22021557,SMITH FAMILY MEDICAL HEALTHCARE PLLC,2600 VIRGINIA AVENUE SUITE 208,LOUISVILLE,KY,40202,JEFFERSON,,,,(502) 963-5959
KY22001145,SMITHLAND MEDICAL CLINIC,205 E ADAIR ST,SMITHLAND,KY,42081,LIVINGSTON,,,,(270) 928-2146
KY22029658,SMUCKER LEXINGTON HEALTH CENTER,767 WINCHESTER ROAD,LEXINGTON,KY,40505,FAYETTE,,,,(859) 288-2240
KY22029539,SMUCKER SCOTTSVILLE HEALTH CENTER,1070 SMITHS GROVE ROAD,SCOTTSVILLE,KY,42164,ALLEN,,,,(270) 239-6024
KY22026673,SOLID GROUND COUNSELING & RECOVERY CENTER,14 LOGAN DRIVE,JEFF,KY,41751,PERRY,,JENNIFER,HAGAN,(606) 487-0351
KY22028361,SOLID GROUND COUNSELING & RECOVERY CENTER,354 CHRISTY CREEK ROAD,MOREHEAD,KY,40351,ROWAN,,,,(606) 783-0023
KY22023138,SOMC GREENUP FAMILY PRACTICE,952 ST ROUTE 2,GREENUP,KY,41144,GREENUP,,,,(606) 314-1300
KY22013415,SOMC VANCEBURG FAMILY PRACTICE & SPECIALTY ASSOC,207 PLUMMERS LANE,VANCEBURG,KY,41179,LEWIS,,,,(606) 796-0010
KY22003366,SOMERSET MEDICAL GROUP PLLC,10 TOWER CIRCLE,SOMERSET,KY,42503,PULASKI,,ALLISON,CHERRY,(606) 678-4288
KY22002069,"SOUTH FORK MEDICAL CLINIC, PLLC",71 MEDICAL LANE,WHITLEY CITY,KY,42653,MCCREARY,,,,(606) 376-7212
