TYPE,"LICENSE
#",NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,OWNER,"ADM
FIRST","ADM
LAST",TELEPHONE,"LICENSURE
EXPIRATION"
AODE Residential Facility,810553,SHEPHERD'S SHELTER - ROSS REHAB,236 BRIDGETT DRIVE,MOUNT STERLING,KY,40353,MONTGOMERY,THE SHEPHERD'S SHELTER/ROSS REHAB,WAYNE,ROSS,(859) 498-7111,1/31/20
AODE Residential Facility,810002,ST. JUDE WOMEN'S RECOVERY CENTER,431 EAST SAINT CATHERINE STREET,LOUISVILLE,KY,40203,JEFFERSON,SOCIETY OF ST. VINCENT DEPAUL COUNCIL OF LOUISVILL,ED,WNOROWSKI,(502) 589-6024,9/30/20
AODE Residential Facility,810531,STEPWORKS OF ELIZABETHTOWN,1207 WOODLAND DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,"STEPWORKS RECOVERY CENTERS, LLC",CASSIE,SOWDER,(800) 545-9031,8/31/20
AODE Residential Facility,810410,THE COMMITMENT HOUSE,725 NEW GLENDALE ROAD,ELIZABETHTOWN,KY,42701,HARDIN,DENNIS BARNETT,SHIANNE,ANDERSON,(270) 900-0373,9/30/20
AODE Residential Facility,810641,"THE COMMITMENT HOUSE, LLC",723 HAWKINS DRIVE,ELIZABETHTOWN,KY,42701,HARDIN,"THE COMMITMENT HOUSE, LLC",JEANNE,GOODSELL,(270) 900-0373,5/31/20
AODE Residential Facility,810080,THE HEALING PLACE MEN'S DETOX,1017 WEST MARKET STREET,LOUISVILLE,KY,40202,JEFFERSON,"THE HEALING PLACE, INC",HEATHER,GIBSON,(502) 583-0369,3/31/20
AODE Residential Facility,810603,THE HEALING PLACE MEN'S DETOX,1020 WEST MARKET STREET,LOUISVILLE,KY,40202,JEFFERSON,"THE HEALING PLACE, INC.",HEATHER,GIBSON,(502) 568-6680,2/29/20
AODE Residential Facility,810079,THE HEALING PLACE WOMEN'S DETOX,1503 SOUTH 15TH STREET,LOUISVILLE,KY,40210,JEFFERSON,"THE HEALING PLACE, INC",HEATHER,GIBSON,(502) 568-6680,3/31/20
AODE Residential Facility,810229,THE RECOVERY HOUSE,8521 LAGRANGE ROAD,LOUISVILLE,KY,40242,JEFFERSON,KMI ACQUISITION LLC,KIM,PEABODY,(502) 814-3774,4/30/20
AODE Residential Facility,810628,"TRANSITIONS, INC",512 MAPLE AVENUE,FALMOUTH,KY,41040,PENDLETON,"TRANSITIONS, INC.",ANNE,PRICE,(859) 572-3500,4/30/20
AODE Residential Facility,810217,"TRANSITIONS, INC RESIDENTIAL TREATMENT CENTER",313 MADISON PIKE,ERLANGER,KY,41017,KENTON,"TRANSITIONS, INC.",JIM,BEITING,(859) 491-4435,3/31/20
Behavorial Health Services Organization,800291,"4 STAR GUIDANCE, LLC","5135 DIXIE HIGHWAY, SUITE 22",LOUISVILLE,KY,40216,JEFFERSON,"4 STAR GUIDANCE, LLC",DAVID,CREWS,(336) 986-1218,7/31/20
Behavorial Health Services Organization,800264,"ADVANTAGE HEALTHCARE, LLC","1939 GOLDSMITH LANE, UNITS 141 & 143",LOUISVILLE,KY,40218,JEFFERSON,"ADVANTAGE HEALTHCARE, LLC",DWAYNE,GRAY,(547) 530-6854,Pending Renewal
Behavorial Health Services Organization,800276,AP CASE MANAGEMENT LINK,1401 SPRING BANK DRIVE BUILDING C SUITE 13,OWENSBORO,KY,42303,DAVIESS,"AP CASE MANAGEMENT, LLC",AMBER,PAYNE,(270) 344-1814,7/31/20
Behavorial Health Services Organization,800268,"ASTRA BEHAVIORAL HEALTH, LLC",151 DREXLER CIRCLE,ELIZABETHTOWN,KY,42701,HARDIN,M. WASIM SAJID,WASIM,SAJID,(270) 506-2730,Pending Renewal
Behavorial Health Services Organization,800211,"BENCHMARK FAMILY SERVICES, INC",160 BURT ROAD,LEXINGTON,KY,40503,FAYETTE,"BENCHMARK FAMILY SERVICES, INC",SHANE,DAVIS,(859) 260-1412,8/31/20
Behavorial Health Services Organization,800214,"BLOOM BEHAVIOR THERAPY, LLC",6201 BENTON ROAD,PADUCAH,KY,42003,MCCRACKEN,BLOOM BEHAVIOR THERAPY LLC,BECKY,NASTALLY,(270) 908-0461,2/29/20
Behavorial Health Services Organization,800308,BOYS AND GIRLS HAVEN,2301 GOLDSMITH LANE,LOUISVILLE,KY,40218,JEFFERSON,"FATHER MALONEYS BOYS HAVEN, INC.",RANDY,SMITH,(502) 451-4701,11/30/19
Behavorial Health Services Organization,800298,"BRIDGE TO ADULTHOOD, LLC",210 WEST 15TH STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,"BRIDGE TO ADULTHOOD, LLC",KATRINA,COMLEY,(615) 587-2891,Pending Renewal
Behavorial Health Services Organization,800159,"BRIDGEHAVEN, INC",950 SOUTH 1ST STREET,LOUISVILLE,KY,40203,JEFFERSON,"BRIDGEHAVEN, INC.",RAMONA,JOHNSON,(502) 585-9444,3/31/20
Behavorial Health Services Organization,800322,"DAVIESS TREATMENT SERVICES, LLC",3032 HWY 144,OWENSBORO,KY,42301,DAVIESS,"DAVIESS TREATMENT SERVICES, LLC",SALLY,GOMES,(270) 685-5029,4/30/20
Behavorial Health Services Organization,800132,DIOCESAN CATHOLIC CHILDREN'S HOME,75 ORPHANAGE ROAD,FORT MITCHELL,KY,41017,KENTON,DIOCESAN CATHOLIC CHILDREN'S HOME,BOB,WILSON,(859) 331-2040,9/30/20
Behavorial Health Services Organization,800280,"EARLY INTERVENTION AND CONSULTATION SERVICES, LLC","635 SOUTH MAIN STREET, SUITE B",LEITCHFIELD,KY,42754,GRAYSON,"EARLY INTERVENTION AND CONSULTATION SERVICES, LLC",ROBIN,LASHLEY,(270) 287-0656,7/31/20
Behavorial Health Services Organization,800196,FAMILY & CHILDREN'S PLACE,1000 SOUTH 5TH STREET,LOUISVILLE,KY,40203,JEFFERSON,"FAMILY & CHILDREN'S PLACE, INC.",DAWN,BURKE,(502) 893-3900,8/31/20
Behavorial Health Services Organization,800203,"FM HEALING CENTER, LLC","1042 CENTER DRIVE, SUITE 100",RICHMOND,KY,40475,MADISON,"FM HEALING CENTER, LLC",SARDAR,KHAN,(561) 779-2123,9/30/20
Behavorial Health Services Organization,800225,FRONTIER BEHAVIORAL HEALTH,838 EAST MOUNTAIN PARKWAY,SALYERSVILLE,KY,41465,MAGOFFIN,FRONTIER BEHAVIORAL HEALTH CENTER PLLC,ANTOIN,HANA,(606) 349-0482,Pending Renewal
Behavorial Health Services Organization,800126,HOME OF THE INNOCENTS,1100 EAST MARKET STREET,LOUISVILLE,KY,40206,JEFFERSON,"THE HOME OF THE INNOCENTS, INC.",KELLY,PULLEN,(502) 596-1000,8/31/20
Behavorial Health Services Organization,800311,HOPE HILL YOUTH SERVICES,700 HOPE HILL ROAD,HOPE,KY,40334,MONTGOMERY,"FAMILY CONNCETION, INC.",ALAN,PECK,(859) 498-5230,11/30/19
Behavorial Health Services Organization,800270,"HOPEBRIDGE, LLC",2904 FOLTZ DRIVE,EDGEWOOD,KY,41017,KENTON,"HOPEBRIDGE, LLC",MELISSA,CHEVALIER,(855) 324-0885,1/31/20
Behavorial Health Services Organization,800259,"HOPEBRIDGE, LLC",2427 RUSSELLVILLE ROAD,BOWLING GREEN,KY,42101,WARREN,"HOPEBRIDGE, LLC",MELISSA,CHEVALIER,(270) 936-7472,8/31/20
Behavorial Health Services Organization,800258,"HOPEBRIDGE, LLC",5215 COMMERCE CROSSINGS DRIVE,LOUISVILLE,KY,40229,JEFFERSON,"HOPEBRIDGE, LLC",MELISSA,CHEVALIER,(502) 251-7002,Pending Renewal
Behavorial Health Services Organization,800325,"INFINITE COMMUNITY ACHIEVEMENT, LLC","715 SHAKER DRIVE, SUITE 104",LEXINGTON,KY,40504,FAYETTE,"INFINITE COMMUNITY ACHIEVEMENT, LLC",JACINDA,LEWIS,(704) 524-3403,3/31/20
Behavorial Health Services Organization,800265,"JOURNEYPURE BOWLING GREEN, LLC",2349 RUSSELLVILLE ROAD,BOWLING GREEN,KY,42101,WARREN,"JOURNEYPURE, LLC",SARAH,FREEMAN,(270) 781-3387,3/31/20
Behavorial Health Services Organization,800189,KEY ASSETS KENTUCKY,"961 BEASLEY STREET, SUITE 170",LEXINGTON,KY,40509,FAYETTE,"FOSTERING FIRST INTERNATIONAL, LLC",PHYLLIS,LEIGH,(859) 226-5022,6/30/20
Behavorial Health Services Organization,800146,KVC BEHAVIORAL HEALTHCARE KENTUCKY,"2250 THUNDERSTICK DRIVE, SUITE 1104",LEXINGTON,KY,40505,FAYETTE,"KVC BEHAVIORAL HEALTHCARE KENTUCKY, INC.",REGINA,KLYACHKIN,(859) 254-1035,10/31/20
Behavorial Health Services Organization,800158,LOURDES BEHAVIORAL HEALTH INSTITUTE,1530 LONE OAK ROAD,PADUCAH,KY,42003,MCCRACKEN,"MERCY HEALTH PARTNERS - LOURDES, INC.",JOHN,STRACHAN,(270) 444-2845,12/31/19
Behavorial Health Services Organization,800154,"NEW BEGINNINGS FAMILY SERVICES, INC",8151 NEW LAGRANGE ROAD,LOUISVILLE,KY,40222,JEFFERSON,"NEW BEGINNINGS FAMILY SERVICES, INC.",TERRY,JONES,(502) 400-2369,1/31/20
Behavorial Health Services Organization,800321,"NKY MED CLINIC, LLC",1717 MADISON AVENUE,COVINGTON,KY,41011,KENTON,"NYK MED, LLC",JESSICA,ALLENDER,(859) 360-0250,5/31/20
Behavorial Health Services Organization,800331,"ON THE MOVE PEDIATRIC THERAPY, PLLC","2520 REGENCY ROAD, SUITE 150",LEXINGTON,KY,40503,FAYETTE,"ON THE MOVE PEDIATRIC THERAPY, PLLC",CYNTHIA,BLACKLEDGE,(859) 224-0834,6/30/20
Behavorial Health Services Organization,800215,PSYCHBC,"100 EXECUTIVE PARK, SUITE 103",LOUISVILLE,KY,40207,JEFFERSON,"PSYCHOLOGICAL & BEHAVIORAL CONSULTANTS, INC.",DONALD,"SYKES, JR.",(502) 552-5068,Pending Renewal
Behavorial Health Services Organization,800257,SEAHOPE FAMILY PARTNERS CORP,"101 NORTH SEVENTH STREET, SUITE 307",LOUISVILLE,KY,40202,JEFFERSON,SEAHOPE FAMILY PARTNERS CORP.,TWYNA,BELL,(502) 561-3474,1/31/20
Behavorial Health Services Organization,800269,SHELBYVILLE COMPREHENSIVE TREATMENT CENTER,213 MIDLAND BLVD,SHELBYVILLE,KY,40065,SHELBY,"CRC HEALTH TREATMENT CLINICS, LLC",KELLI,HOOD,(502) 633-8986,1/31/20
Behavorial Health Services Organization,800324,SHEPHERD'S SHELTER,236 BRIDGETT DRIVE,MOUNT STERLING,KY,40353,MONTGOMERY,SHEPHERD'S SHELTER,WAYNE,ROSS,(859) 509-3655,2/29/20
Behavorial Health Services Organization,800136,"SUNRISE CHILDREN'S SERVICES, INC","1925 FREDERICA STREET, SUITE 200",OWENSBORO,KY,42301,DAVIESS,"SUNRISE CHILDREN'S SERVICES, INC.",DALE,SUTTLES,(270) 926-2484,9/30/20
Behavorial Health Services Organization,800329,"THE LIFE CONNECTION, INC",81 BUDS LAKE ROAD,SONORA,KY,42776,HARDIN,"THE LIFE CONNECTION, INC.",BRUCE,ARNETTE,(270) 324-4956,5/31/20
Behavorial Health Services Organization,800170,"THE RECOVERY CENTER, LLC","1550 HIGHWAY 15 SOUTH, SUITE 200",JACKSON,KY,41339,BREATHITT,"THE RECOVERY CENTER, LLC",GEORGE,BURNETTE,(606) 666-8404,3/31/20
Behavorial Health Services Organization,800135,THE RIDGE BEHAVIORAL HEALTH SYSTEM,3050 RIO DOSA DRIVE,LEXINGTON,KY,40509,FAYETTE,"UNIVERSAL HEALTH SERVICES, INC.",NINA,EISNER,(859) 269-2325,11/30/19
Behavorial Health Services Organization,800290,TRANSITIONS COUNSELING CENTER,"101 NORTH SEVENTH STREET, SUITE 523",LOUISVILLE,KY,40202,JEFFERSON,"TRANSITIONS COUNSELING CENTER, LLC",KEEMIA,SHAW,(502) 443-7272,1/31/20
Behavorial Health Services Organization,800161,USPIRITUS OUTPATIENT SERVICES,2143 GOLDSMITH LANE,LOUISVILLE,KY,40218,JEFFERSON,"USPIRITUS, INC.",ABBY,DRANE,(502) 451-5177,1/31/20
Behavorial Health Services Organization,800284,"WEE CAN AUTISM AND BEHAVIORAL CONSULTATION, LLC",830 EASTERN BYPASS SUITE A6 & A7,RICHMOND,KY,40475,MADISON,,SUZETTE,MORRISON,(859) 353-5006,Pending Renewal
Behavorial Health Services Organization,800205,"WELLSPRING, INC",225 & 231 WEST BRECKINRIDGE STREET,LOUISVILLE,KY,40203,JEFFERSON,WELLSPRING,KATHARINE,DOBBINS,(502) 637-4361,9/30/20
Behavorial Health Services Organization,800323,"WESTERN KY MEDICAL, LLC",609 HAMMOND PLAZA,HOPKINSVILLE,KY,42240,CHRISTIAN,"WESTERN KY MEDICAL, LLC",CYNTHIA,JASCHEN,(270) 887-8333,4/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810488,"2ND CHANCE, PLLC",1420 NORTH BROADWAY,LEXINGTON,KY,40505,FAYETTE,"2ND CHANCE, PLLC",JENNA,LEET,(859) 368-8820,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810528,A CENTER 4 CHANGE,"5900 US 60 W, SUITE B",ASHLAND,KY,41102,BOYD,A CENTER 4 CHANGE COUNSELING & PSYCHOTHERAPY INC,TERRY,KING,(606) 393-5586,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810462,"A NEW START II, LLC",222 PHILLIP STONE WAY,CENTRAL CITY,KY,42330,MUHLENBERG,"A NEW START II, LLC",TIMOTHY,DUKES,(270) 754-3494,9/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810348,ADDICTION RECOVERY CARE LLC,"125 SOUTH MAIN CROSS STREET, SUITE 202",LOUISA,KY,41230,LAWRENCE,ADDICTION RECOVERY CARE LLC,TIM,ROBINSON,(606) 638-0938,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810611,ADDICTION TREATMENT CENTERS LLC,1736 ALEXANDRIA DRIVE SUITE 225,LEXINGTON,KY,40504,FAYETTE,ADDICTION TREATMENT CENTERS LLC,DEDE,STRATTON,(859) 470-8080,3/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810666,"ALTERI, LLC","1517 NICHOLASVILLE ROAD, SUITE 402",LEXINGTON,KY,40503,FAYETTE,"ALTERI, LLC",CANDY,LANE,(859) 277-4992,12/31/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810592,APPALACHIAN COMMUNITY CARE LLC,"255 CHURCH STREET, SUITE 100",PIKEVILLE,KY,41501,PIKE,APPALACHIAN COMMUNITY CARE LLC,LOVONNE,FLEMING-RICHARDSON,(606) 432-5660,Pending Renewal
Dual Lic. AODE & BHSO Facility (AODE Primary),810530,APPALACHIAN OUTREACH,1909 KY 3439,BARBOURVILLE,KY,40906,KNOX,APPALACHIAN CHILDREN'S HOME,STEVE,YEARY,(606) 546-8712,9/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810642,APPLEGATE RECOVERY - CRESTVIEW HILLS,565 CENTRE VIEW BLVD,CRESTVIEW HILLS,KY,41017,KENTON,"APPLEGATE HEALTH SERVICES, INC",KEISHA,WYNN,(859) 780-5793,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810467,ASAP AT WILSON PLACE,1312 WESTEN STREET,BOWLING GREEN,KY,42104,WARREN,"WILSON COUNSELING, LLC",NICK,JOHNSON,(270) 904-1072,8/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810582,BROOKSIDE OUT-PATIENT SERVICES,124 DIVISION STREET,PIKEVILLE,KY,41501,PIKE,"RENEW RESIDENTIAL TREATMENT SERVICES,LLC",EUGENE,SISCO,(606) 653-3078,8/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810361,BUCKHORN CHILDREN'S CENTER,116 BUCKHORN LANE,BUCKHORN,KY,41721,PERRY,BUCKHORN CHILDREN AND FAMILY SERVICES,BILLY,SMITH,(606) 398-7000,10/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810413,CHILDREN'S HOME OF NORTHERN KENTUCKY,200 HOME ROAD,COVINGTON,KY,41011,KENTON,"CHILDREN'S HOME OF NORTHERN KENTUCKY, INC.",RICK,WURTH,(859) 261-8768,8/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810493,CLEANSE CLINIC,"645 SOUTH ROY WILKINS AVENUE, SUITE 100",LOUISVILLE,KY,40203,JEFFERSON,CLEANSE CLINIC,ABDUL,BURIDI,(502) 938-0511,2/29/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810368,"CORNERSTONE CHRISTIAN COUNSELING LOUISA, INC",125 SOUTH MAIN CROSS STREET,LOUISA,KY,41230,LAWRENCE,"CORNERSTONE CHRISTIAN COUNSELING LOUISA, INC.",SHELIA,KENSINGER,(606) 638-3322,Pending Renewal
Dual Lic. AODE & BHSO Facility (AODE Primary),810548,"COUNSELING AND DIAGNOSTIC CENTER, LLC",7315 DIXIE HIGHWAY,FLORENCE,KY,41042,BOONE,"COUNSELING AND DIAGNOSTIC CENTER, LLC",MICAH,NOYES,(859) 282-0119,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810541,COUNSELING OF THE BLUEGRASS,419 MAIN STREET,PARIS,KY,40361,BOURBON,COUNSELING OF THE BLUEGRASS LLC,JENNIFER,ORMSBY,(859) 377-5050,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810050,CREATIVE SPIRITS MINISTRIES,"12730 TOWNEPARK WAY, SUITE 201",LOUISVILLE,KY,40243,JEFFERSON,"CREATIVE SPIRITS MINISTRIES, LLC",CASSANDRA,GRAY,(502) 254-9555,11/30/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810586,"CROSSROADS TREATMENT CENTER OF ASHLAND, PSC",1220 GREENUP AVENUE,ASHLAND,KY,41101,BOYD,"CROSSROADS TREATMENT CENTER OF ASHLAND, PSC",LEISH,HAZELTON,(606) 393-1165,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810552,"CROSSROADS TREATMENT CENTER OF LOUISVILLE, PSC",1700 CARGO COURT,JEFFERSONTOWN,KY,40299,JEFFERSON,"CROSSROADS TREATMENT CENTER OF LOUISVILLE, PSC",NADINE,GAUNTLETT,(502) 749-6764,1/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810538,"CROSSROADS TREATMENT CENTER OF NORTHERN KENTUCKY,",1974 WALTON NICHOLSON PIKE,INDEPENDENCE,KY,41051,KENTON,"CROSSROADS TREATMENT CENTER OF NORTHERN KENTUCKY,",JULIA,SCHLAKE,(859) 359-5404,9/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810587,"CROSSROADS TREATMENT CENTER OF SOMERSET, PSC",607 CLIFTY STREET,SOMERSET,KY,42503,PULASKI,"CROSSROADS TREATMENT CENTER OF SOMERSET, PSC",E.C.,DICK,(606) 485-4730,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810362,DESSIE SCOTT CHILDREN'S HOME,5274 OLD HIGHWAY 15,PINE RIDGE,KY,41360,WOLFE,BUCKHORN CHILDREN AND FAMILY SERVICES,BILLY,SMITH,(606) 668-6445,10/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810717,"DONAL SALCHLI, LLC",306 WEST MAIN STREET,FRANKFORT,KY,40601,FRANKLIN,"DONAL SALCHLI, LLC",DONAL,SALCHLI,(502) 229-1392,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810637,"EDGEWATER RECOVERY CENTER, LLC",259 OLD FLEMINGSBURG ROAD,MOREHEAD,KY,40351,ROWAN,"EDGEWATER RECOVERY CENTER, LLC",JOHN,ELAM,(606) 780-0561,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810573,"ESSENTIAL SOLUTIONS, INC",11105 US HWY 23 SOUTH,BETSY LAYNE,KY,41605,FLOYD,"ESSENTIAL SOLUTIONS, INC.",NATHAN,ANDERSON,(606) 478-2433,6/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810522,"ETHAN HEALTH, LLC",1623 FOXHAVEN DRIVE,RICHMOND,KY,40475,MADISON,ETHAN GROUP LLC,REBECCA,SPERRY,(859) 625-5235,6/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810159,"FAMILY SERVICE OF NKY, A DIVISION OF GCB","434 SCOTT BOULEVARD, 2ND FLOOR",COVINGTON,KY,41011,KENTON,FAMILY SERVICE OF NORTHERN KY,ANNA,STARK,(859) 547-5784,6/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810269,"FOOTHILLS ACADEMY, INC",107 FOOTHILLS ACADEMY SPUR,ALBANY,KY,42602,CLINTON,"FOOTHILLS ACADEMY, INC.",LEE,PARRIGIN,(606) 387-4673,11/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810485,FREEDOM HOUSE 2,1432 SOUTH SHELBY STREET,LOUISVILLE,KY,40217,JEFFERSON,VOLUNTEERS OF AMERICA - KENTUCKY,TAMARA,REIF,(502) 634-0082,4/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810529,FRONTIER BEHAVIORAL HEALTH,838 EAST MOUNTAIN PARKWAY,SALYERSVILLE,KY,41465,MAGOFFIN,"FRONTIER BEHAVIORAL HEALTH CENTER, PLLC",ANTOIN,HANA,(606) 349-7475,8/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810537,"GOOD LIFE ADVOCATES, LLC","110 CHASE WAY, SUITE 4",ELIZABETHTOWN,KY,42701,HARDIN,"GOOD LIFE ADVOCATES, LLC",ROBIN,FLOWERS,(270) 945-2114,Pending Renewal
Dual Lic. AODE & BHSO Facility (AODE Primary),810638,GREATER HOPE COUNSELING SERVICES,"1043 PEDIGO WAY, SUITE 30",BOWLING GREEN,KY,42103,WARREN,GREATER HOPE COUNSELING SERVICES,GATT,WARE,(270) 495-1224,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810645,GROUPS RECOVER TOGETHER,"101 WOODHILL LANE, SUITE 2A",FRANKFORT,KY,40601,FRANKLIN,"RECOVER TOGETHER, INC.",ROBERT,MONTAZEMI,(800) 683-8313,12/31/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810644,GUIDING GRACE,131 - B NORTH CHILES STREET,HARRODSBURG,KY,40330,MERCER,"GUIDING GRACE, INC.",MARY,HUGHES,(859) 325-5545,6/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810444,HOLLY HILL CHILD & FAMILY SOLUTIONS,2816 BLUEGRASS DRIVE,HIGHLAND HEIGHTS,KY,41076,CAMPBELL,"HOLLY HILL CHILDREN'S HOME, INC.",CONNIE,FREKING,(859) 635-0500,3/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810674,ISAIAH HOUSE OUTPATIENT CLINIC,975 HUSTONVILLE ROAD,DANVILLE,KY,40422,BOYLE,"ISAIAH HOUSE, INC.",MARK,LAPALME,(859) 375-9200,2/29/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810566,"KENTUCKY ADDICTION CENTERS, LLC","625 TECH DRIVE, SUITE B",WINCHESTER,KY,40391,CLARK,"LIFE POINT RECOVERY CARE, LP",KRISTY,WIREMAN,(859) 739-3552,5/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810646,KENTUCKY CLEANSE CLINIC,"351 BURLE AVENUE, SUITE 100",LEXINGTON,KY,40503,FAYETTE,"INTEGRATED HEALTH SYSTEMS, LLC",ABDUL,BURIDI,(502) 656-4922,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810639,LANDMARK RECOVERY OF LEXINGTON,1510 NEWTOWN PIKE SUITE #120,LEXINGTON,KY,40511,FAYETTE,"LANDMARK RECOVERY OUTPATIENT SERVICES, LLC",JESSICA,TATE,(859) 618-6800,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810461,LIFE AND HEALTH SERVICES,1814 CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,BELL,"LIFE & HEALTH SERVICES, LLC",MAZHAR,SALIM,(606) 242-2519,8/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810463,LINCOLN TRAIL BEHAVIORAL OUTPATIENT CENTER,7260 NORTH DIXIE HWY,RADCLIFF,KY,40160,HARDIN,"UNITED HEALTHCARE OF HARDIN, INC.",CHARLES,"WEBB, JR.",(270) 982-9495,8/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810689,LIVING WATERS OF KY,920 SOUTH MAIN STREET,NICHOLASVILLE,KY,40356,JESSAMINE,"LIVING WATERS OF KENTUCKY, INC.",JOHNNY,TEMPLIN,(859) 270-6919,6/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810430,"MARYHURST, INC",1015 DORSEY LANE,LOUISVILLE,KY,40223,JEFFERSON,"MARYHURST, INC.",JUDY,LAMBETH,(502) 245-1576,12/31/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810635,MEBS COUNSELING,4339 WINSTON AVENUE,COVINGTON,KY,41015,KENTON,"MEBS HOLDINGS, INC.",GREG,MEBS,(859) 835-2573,5/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810468,MOTHER OF GOOD COUNSEL,1389 HIGHWAY 15 NORTH,JACKSON,KY,41339,BREATHITT,"PABLO MERCED, MD",THERESA,MERCED,(606) 666-4011,8/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810584,NATIONAL YOUTH ADVOCATE PROGRAM,104 WEST BROADWAY,WINCHESTER,KY,40391,CLARK,"NATIONAL YOUTH ADVOCATE PROGRAM, INC .",HEATHER,ROBINSON,(859) 385-4669,6/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810399,NEW DAY RECOVERY,"2647 REGENCY ROAD, SUITE 101",LEXINGTON,KY,40503,FAYETTE,"NEW DAY RECOVERY CENTER, LLC",ALAN,SHULTZ,(859) 277-4357,7/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810608,NEW HOPE COUNSELING AND RECOVERY,60 BENNETT CIRCLE,LONDON,KY,40741,LAUREL,KEITH LAKES,KEITH,LAKES,(606) 594-7479,4/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810280,"ODYSSEY, INC",125 SOUTH MAIN CROSS STREET,LOUISA,KY,41230,LAWRENCE,"ODYSSEY, INC.",TIM,ROBINSON,(606) 638-0938,12/31/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810595,"OMNI COMMUNITY HEALTH, INC","1169 EASTERN PARKWAY, SUITE 1226",LOUISVILLE,KY,40217,JEFFERSON,"3LS, INC.",LARKE,STRONG,(502) 438-9395,12/31/19
Dual Lic. AODE & BHSO Facility (AODE Primary),810411,OVP HEALTH,113 OAKRIDGE COURT,PRESTONSBURG,KY,41653,FLOYD,"OHIO VALLEY PHYSICIANS, INC.",PAUL,COWSAR,(606) 889-1602,5/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810466,RE-GROUP,835 CENTRAL AVENUE,ASHLAND,KY,41101,BOYD,"RAMEY-ESTEP HOMES, INC.",VIRGINIA,ANDERSON,(606) 547-4400,6/30/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810650,RENEST RECOVERY SUPPORT SERVICES,413 EAST DIXIE AVENUE SUITE 106,ELIZABETHTOWN,KY,42701,HARDIN,"RENEST RESIDENCE, INC.",THERESA,WADDELL,(270) 839-6743,10/31/20
Dual Lic. AODE & BHSO Facility (AODE Primary),810396,"RENEW RECOVERY, LLC","2645 NORTH LAUREL ROAD, SUITE B",LONDON,KY,40741,LAUREL,"RENEW RECOVERY, LLC",BILL,DAWSON,(606) 712-0043,7/31/20
