"FACILTY
TYPE","FACILITY
ID",NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,OWNER,TELEPHONE,ADM FIRST,ADM LAST,"LICENSE
EXPIRATION"
FREESTANDING OR MOBILE TECHNOLOGY,720453,HMH-BRANDENBURG DIAGNOSTIC CENTER,100 COMMERCE DRIVE,BRANDENBURG,KY,40108,MEADE,HARDIN MEMORIAL HOSPITAL,(270) 422-1222,BERT,JONES,11/30/20
FREESTANDING OR MOBILE TECHNOLOGY,720470,HMH-ELIZABETHTOWN DIAGNOSTIC IMAGING,2409 RING RD STE 114,E TOWN,KY,42701,HARDIN,"HARDIN COUNTY, KY",(270) 982-3344,BERT,JONES,5/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720462,"INDEPENDENT DIAGNOSTIC SERVICES, LLC",175 MEDICAL HEIGHTS DRIVE,FRANKFORT,KY,40601,FRANKLIN,"FRANKFORT MRI ASSOCIATES, LLC",(502) 226-2836,RICK,LYON,11/30/19
FREESTANDING OR MOBILE TECHNOLOGY,720487,JENNIE STUART MEDICAL IMAGING CENTER,110 NICK TERHUNE BOULEVARD,HOPKINSVILLE,KY,42240,CHRISTIAN,JENNIE STUART MEDICAL CENTER,(270) 887-8311,ERIC,LEE,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720492,JEWISH HOSPITAL MEDICAL CENTER EAST,3920 DUTCHMAN'S LANE,LOUISVILLE,KY,40207,JEFFERSON,"JEWISH HOSPITAL & ST. MARY'S HEALTHCARE, INC",(502) 259-6001,DORIE,SHELBURNE,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720460,JEWISH HOSPITAL MEDICAL CENTER NORTHEAST,2401 TERRA CROSSING BOULEVARD,LOUISVILLE,KY,40245,JEFFERSON,JEWISH HOSPITAL,(502) 210-4200,DORIE,SHELBURNE,7/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720491,JEWISH HOSPITAL MEDICAL CENTER SOUTHWEST,9700 STONESTREET ROAD,LOUISVILLE,KY,40272,JEFFERSON,"JEWISH HOSPITAL & ST. MARY'S HEALTHCARE, INC",(502) 995-2400,DORIE,SHELBURNE,4/30/20
FREESTANDING OR MOBILE TECHNOLOGY,720300F,KING'S DAUGHTERS MEDICAL CENTER,2201 LEXINGTON AVE,ASHLAND,KY,41101,BOYD,ASHLAND HOSPITAL CORPORATION,(606) 408-2705,JAMES,BOGGS,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720474,LEXINGTON DIAGNOSTIC CENTER,1725 HARRODSBURG RD STE 100,LEXINGTON,KY,40504,FAYETTE,"NEURODIAGNOSTICS, INC",(859) 278-7226,MARGARET,HANCOCK,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720463,LINCOLN TRAIL DIAGNOSTICS,1111 WOODLAND DR,E TOWN,KY,42701,HARDIN,"OUTPATIENT IMAGING AFFILIATES, LLC",(270) 765-3700,,,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720477,LOUISVILLE RADIATION ONCOLOGY,4500 CHURCHMAN AVE STE 100,LOUISVILLE,KY,40215,JEFFERSON,BLUEGRASS REGIONAL CANCER CENTER LLP,(502) 363-3100,LORI,BISCHOFF,4/30/20
FREESTANDING OR MOBILE TECHNOLOGY,720459,"MARSHALL COUNTY MRI, LLC",615 OLD SYMSONIC RD,BENTON,KY,42025,MARSHALL,"MARSHALL COUNTY MRI, LLC",(270) 527-4800,DAVID,FUQUA,10/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720473,MED CENTER MRI,254 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,THE MEDICAL CENTER,(606) 387-2066,LAURA,BELCHER,5/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720502,"NEW LEXINGTON CLINIC, PSC",1215 SOUTH BROADWAY,LEXINGTON,KY,40504,FAYETTE,"NEW LEXINGTON CLINIC, PSC",(859) 258-4000,SHAILENDRA,CLOPRA,5/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720507,NORTON DIAGNOSTIC CENTER - BROWNSBORO,"4915 NORTON HEALTHCARE BLVD, SUITE 101",LOUISVILLE,KY,40241,JEFFERSON,"NORTON HOSPITALS, INC.",(502) 446-8906,RICHARD,SCHILLING,4/30/20
FREESTANDING OR MOBILE TECHNOLOGY,720490F,NORTON DIAGNOSTIC CENTER - DUPONT,3901 DUTCHMANS LN STE 101,LOUISVILLE,KY,40207,JEFFERSON,NORTON HEALTHCARE INC,(502) 896-2120,KATHY,MEYER,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720495,NORTON DIAGNOSTIC CENTER - FERN CREEK,9344 CEDAR CENTER WAY,LOUISVILLE,KY,40291,JEFFERSON,NORTON HOSPITAL,(502) 753-3390,KATHY,MEYER,3/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720490,NORTON DIAGNOSTIC CENTER DUPONT,3901 DUTCHMANS LN STE 101,LOUISVILLE,KY,40207,JEFFERSON,"NORTON HOSPITALS, INC",(502) 896-2120,KATHY,MEYER,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720475,OWENSBORO HEALTH MEDICAL GROUP-RADIOLOGY,444 SOUTH MAIN STREET,MADISONVILLE,KY,42431,HOPKINS,"OWENSBORO HEALTH , INC.",(270) 824-6624,GARY,LEE,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720483,OWENSBORO HEALTH OUTPATIENT IMAGING-BRECKENRIDGE,1000 BRECKENRIDGE ST STE 101,OWENSBORO,KY,42303,DAVIESS,"OWENSBORO HEALTH , INC.",(270) 417-2000,KAREN,DENNIS,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720482,OWENSBORO HEALTH OUTPATIENT IMAGING-SPRINGS,2000 E PARRISH AVE BLDG D STE 200,OWENSBORO,KY,42303,DAVIESS,"OWENSBORO HEALTH, INC",(270) 417-2000,KAREN,DENNIS,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720505,OWENSBORO HEALTH RADIATION THERAPY,1020 BRECKENRIDGE STREET,OWENSBORO,KY,42303,DAVIESS,"OWENSBORO HEALTH , INC.",(270) 688-3640,RUSS,RANALLO,5/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720471,PROSCAN IMAGING ST MATTHEWS,4044 DUTCHMAN'S LANE,LOUISVILLE,KY,40207,JEFFERSON,"PROSCAN IMAGING HOLDINGS, LLC",(502) 491-1313,RACHEL,SEITHER,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720499,SAINT JOSEPH OUTPATIENT CARE CENTER,103 ALYCIA DRIVE,RICHMOND,KY,40475,MADISON,"SAINT JOSEPH HEALTH SYSTEM, INC",(859) 626-3412,RAMONA,MAHAFFEY,2/28/20
FREESTANDING OR MOBILE TECHNOLOGY,720464,SAINT JOSEPH RADIATION ONCOLOGY,701 BOB O LINK DRIVE SUITE 120,LEXINGTON,KY,40504,FAYETTE,SAINT JOSEPH HEALTH SYSTEM,(859) 277-3737,KENT,SAVAGE,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720465,SAINT JOSEPH RADIATION ONCOLOGY,"3470 BLAZER PARKWAY, SUITE 200",LEXINGTON,KY,40509,FAYETTE,"SAINT JOSEPH HEALTH SYSTEM, INC",(859) 277-3737,KENT,SAVAGE,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720244F,SHARED PET IMAGING LLC,4825 HIGBEE AVE NW STE 201 ,CANTON,OH,44718,STARK,ALLIANCE IMAGING INC,(800) 554-2315,SCOTT,SIMS,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720088F,SMT MOBILE VII CORPORATION,4825 HIGHBEE AVE NW STE 201,CANTON,OH,44718,STARK,ALLIANCE HEALTHCARE SERVICES,(800) 762-4464,SCOTT,SIMS,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720501,ST ELIZABETH IMAGING CENTER - HEBRON,2200 CONNER ROAD,HEBRON,KY,41048,BOONE,"ST ELIZABETH MEDICAL CENTER, INC.",(859) 814-0010,DOMINIC,FAVIA,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720467,ST ELIZABETH INDEPENDENCE,135 COURTHOUSE CROSSING,INDEPENDENCE,KY,41051,KENTON,ST ELIZABETH MEDICAL CENTER,(859) 301-0990,DOMINIC,FAVIA,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720455,ST ELIZABETH MEDICAL CENTER AMBULATORY CARE CENTER,1500 JAMES SIMPSON WAY,COVINGTON,KY,41011,KENTON,"SAINT ELIZABETH MEDICAL CENTER, INC",(859) 655-8800,JOHN,MITCHELL,Pending Renewal
FREESTANDING OR MOBILE TECHNOLOGY,720493,ST JOSEPH JESSAMINE RJ CORMAN,1250 KEENE ROAD,NICHOLASVILLE,KY,40356,JESSAMINE,"SAINT JOSEPH HEALTH SYSTEM, INC",(859) 887-4100,GREGORY,GILES,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720504,"TAYLOR REGIONAL RADIATION ONCOLOGY, PLLC",125 GREENBRIAR DRIVE,CAMPBELLSVILLE,KY,42718,TAYLOR,"TAYLOR REGIONAL RADIATION ONCOLOGY, PLLC",(270) 789-9999,TIMOTHY,HERBER,6/30/20
FREESTANDING OR MOBILE TECHNOLOGY,720481,"THE BARREN RIVER CANCER CENTER, INC",103 TRISTA LANE,GLASGOW,KY,42141,BARREN,"THE BARREN RIVER REGIONAL CANCER CENTER, INC.",(270) 651-2478,WADE,STONE,2/28/20
FREESTANDING OR MOBILE TECHNOLOGY,720508,THE IMAGING CENTER,45 TOWER CIRCLE,SOMERSET,KY,42503,PULASKI,"LAKE CUMBERLAND REGIONAL HOSPITAL, LLC",(606) 451-0134,ROBERT,PARKER,12/31/19
FREESTANDING OR MOBILE TECHNOLOGY,720458,TRI-STATE REGIONAL CANCER CENTER,706 23RD STREET,ASHLAND,KY,41101,BOYD,"ASHLAND RADIATION ONCOLOGY, P.S.C.",(606) 329-0060,JEFFERY,LOPEZ,1/31/20
FREESTANDING OR MOBILE TECHNOLOGY,720457,WESTERN KENTUCKY DIAGNOSTIC IMAGING,1635 SCOTTSVILLE RD,BOWLING GREEN,KY,42104,WARREN,"BOWLING GREEN-WARREN CO. COMMUNITY HOSPITAL, CORP.",(270) 780-2720,EDDIE,SCOTT,Pending Renewal
HOME HEALTH AGENCY (HHA),K150039,ADVENTHEALTH HOME CARE MANCHESTER,"94 MARIE LANGDON DR, STE 6",MANCHESTER,KY,40962,CLAY,ADVENTHEALTH MANCHESTER,(606) 598-1969,MARY ANN,ROBERTS,6/30/20
HOME HEALTH AGENCY (HHA),K150176,AMEDISYS HOME HEALTH,"2200 EAST PARRISH AVENUE, SUITE 103 E",OWENSBORO,KY,42303,DAVIESS,"FAMILY HOME HEALTH CARE, L.L.C.",(270) 852-4811,FRANCES,LOGSDON,10/31/20
HOME HEALTH AGENCY (HHA),K150164,AMEDISYS HOME HEALTH,"1200 BATH AVENUE, SUITE 301",ASHLAND,KY,41101,BOYD,"FAMILY HOME HEALTH CARE, L.L.C.",(606) 324-2491,SANDRA,LOPERFIDO,7/31/20
HOME HEALTH AGENCY (HHA),K150108,AMEDISYS HOME HEALTH,"937 CAMPBELLSVILLE ROAD, SUITE 903",COLUMBIA,KY,42728,ADAIR,"FAMILY HOME HEALTH CARE, L.L.C.",(270) 384-6411,HEATHER,LOY,7/31/20
HOME HEALTH AGENCY (HHA),K150170,(D) AMEDISYS HOME HEALTH,"2480 FORTUNE DRIVE, SUITE 120",LEXINGTON,KY,40509,FAYETTE,"FAMILY HOME HEALTH CARE, L.L.C.",(859) 271-0611,ADAM,KING,9/30/20
HOME HEALTH AGENCY (HHA),150129A,AMEDISYS HOME HEALTH CARE,"123 NORTH 19TH STREET, SUITE 5",MIDDLESBORO,KY,40965,BELL,"COMPREHENSIVE HOME HEALTHCARE SERVICES, LLC",(606) 248-1062,MELISSA,MCKINNEY,8/31/20
HOME HEALTH AGENCY (HHA),K150154,AMEDISYS HOME HEALTH CARE SERVICES,"833 VALLEY COLLEGE DRIVE, SUITE 5",LOUISVILLE,KY,40272,JEFFERSON,"AMEDISYS SP-KY, L.L.C.",(502) 933-1311,PAMELA,DERBIN,1/31/20
HOME HEALTH AGENCY (HHA),K150091,AMEDISYS HOME HEALTH CARE SERVICES,101 BRUCE PROFESSIONAL DRIVE,MOUNT STERLING,KY,40353,MONTGOMERY,"AMEDISYS SP-KY, L.L.C.",(859) 498-5199,SHERRY,SWIM,6/30/20
HOME HEALTH AGENCY (HHA),K150084,AMEDISYS HOME HEALTH CARE SERVICES,"9000 WESSEX PLACE, SUITE 304",LOUISVILLE,KY,40222,JEFFERSON,"AMEDISYS SP-KY, L.L.C.",(502) 429-4550,MELISSA,WORKMAN,12/31/19
HOME HEALTH AGENCY (HHA),K150184,AMEDISYS HOME HEALTH OF KENTUCKY,533 CENTRE VIEW BOULEVARD,CRESTVIEW HILLS,KY,41017,KENTON,"AMEDISYS SP-OH, L.L.C.",(859) 441-7999,WADE,MCKINNEY,7/31/20
HOME HEALTH AGENCY (HHA),K150045,AMEDISYS HOME HEALTH SERVICES,"13101 MAGISTERIAL DRIVE, SUITE 101",LOUISVILLE,KY,40223,JEFFERSON,"HOUSECALL HOME HEALTH, LLC",(502) 244-5441,MICHELLE,SENTELLE,6/30/20
HOME HEALTH AGENCY (HHA),K150030,ARH PIKE COUNTY HOME HEALTH AGENCY,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,PIKE,"APPALACHIAN REGIONAL HEALTHCARE, INC.",(606) 237-1716,SUSAN,STEWART,7/31/20
HOME HEALTH AGENCY (HHA),K150013,BAPTIST HEALTH HOME CARE,200 CLINIC DRIVE,MADISONVILLE,KY,42431,HOPKINS,"BAPTIST HEALTH MADISONVILLE, INC",(270) 824-3470,REBECCA,CARTRIGHT,7/31/20
HOME HEALTH AGENCY (HHA),K150121,BAPTIST HEALTH HOME CARE BRECKINRIDGE,203 B FAIRGROUNDS ROAD,HARDINSBURG,KY,40143,BRECKINRIDGE,"BAPTIST HEALTHCARE SYSTEM, INC.",(270) 756-2662,REBECCA,CARTRIGHT,6/30/20
HOME HEALTH AGENCY (HHA),K150107,BAPTIST HEALTH HOME CARE LEXINGTON,2100 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,FAYETTE,BAPTIST HEALTH CARE SYSTEMS. INC.,(859) 260-6569,PAUL,CROCKETT,9/30/20
HOME HEALTH AGENCY (HHA),K150085,BAPTIST HEALTH HOME CARE LOUISVILLE,"6420 DUTCHMANS PARKWAY, SUITE 360",LOUISVILLE,KY,40205,JEFFERSON,"BAPTIST HEALTHCARE SYSTEMS, INC.",(502) 454-5656,REBECCA,CARTRIGHT,12/31/19
HOME HEALTH AGENCY (HHA),K150098,(D) BELLEFONTE HOME HEALTH CARE AGENCY,700 SAINT CHRISTOPHER DRIVE STE 105,ASHLAND,KY,41101,BOYD,"OUR LADY OF BELLEFONTE HOSPITAL, INC.",(606) 833-3545,DIANA,WILLIAMS,9/30/20
HOME HEALTH AGENCY (HHA),K150004,BREATHITT COUNTY HHA,955 HIGHWAY 30 WEST,JACKSON,KY,41339,BREATHITT,BREATHITT COUNTY HEALTH DEPARTMENT,(606) 666-8052,ANGELA,RALEIGH,5/31/20
HOME HEALTH AGENCY (HHA),K150099,CALDWELL COUNTY HOSPITAL HHA,1310 US HIGHWAY 62 WEST,PRINCETON,KY,42445,CALDWELL,"CARETENDERS VS OF WESTERN KY, LLC",(270) 365-2011,MARCIE,NIX,8/31/20
HOME HEALTH AGENCY (HHA),K150156,CAREGIVERS HEALTH NETWORK,9510 ORMSBY STATION ROAD SUITE 103,LOUISVILLE,KY,40223,JEFFERSON,"HOME HEALTH OF JEFFERSON CO, LLC",(502) 423-4336,SARAH,BROWN,10/31/20
HOME HEALTH AGENCY (HHA),K150082,CARETENDERS,"771 CORPORATE DRIVE, SUITE 1020",LEXINGTON,KY,40503,FAYETTE,"CARETENDERS VS OF CENTRAL KY, LLC",(859) 276-5369,DOLA,OELSLAGER,6/30/20
HOME HEALTH AGENCY (HHA),K150128,CARETENDERS,"4545 BISHOP LANE, SUITE 200",LOUISVILLE,KY,40218,JEFFERSON,"CARETENDERS VS OF LOUISVILLE, LLC",(502) 238-5150,SYLVIA,WEAVER,12/31/19
HOME HEALTH AGENCY (HHA),150100,CARETENDERS,"2200 EAST PARRISH AVENUE, BLDG E, SUITE 203",OWENSBORO,KY,42303,DAVIESS,"CARETENDERS VS OF WESTERN KY, LLC",(270) 685-3876,JUDY,AGIN-TERRY,8/31/20
HOME HEALTH AGENCY (HHA),K150153,CARETENDERS,"1105 JULIANA COURT, SUITE 3",ELIZABETHTOWN,KY,42701,HARDIN,"CARETENDERS VS OF LINCOLN TRAIL, LLC",(270) 234-2273,TRACEY,MAY,3/31/20
HOME HEALTH AGENCY (HHA),K150165,CARETENDERS OF NORTHERN KENTUCKY,"1717 DIXIE HIGHWAY, SUITE 240",FORT WRIGHT,KY,41011,KENTON,"CARETENDERS VS OF CENTRAL KENTUCKY, LLC",(859) 578-0022,KAREN,CREAMER,7/31/20
HOME HEALTH AGENCY (HHA),K150081,CLARK COUNTY HOME HEALTH AGENCY,273 SHOPPERS DRIVE,WINCHESTER,KY,40391,CLARK,CLARK COUNTY HEALTH DEPARTMENT,(859) 744-1488,SHAUNDRA,KING,6/30/20
HOME HEALTH AGENCY (HHA),K150110,COMMONWEALTH HOME HEALTH,"1056 WELLINGTON WAY, SUITE 130",LEXINGTON,KY,40513,FAYETTE,"LHCGLXX, LLC",(859) 255-4411,MERCEDE,LEAKE,3/31/20
HOME HEALTH AGENCY (HHA),150183,COMMONWEALTH HOME HEALTH,"2007 CORPORATE DRIVE, SUITE 2007",RICHMOND ,KY,40475,MADISON,"KENTUCKY, LV, LLC",(859) 623-1075,HEATHER,TUCKER,6/30/20
HOME HEALTH AGENCY (HHA),K150042,CUMBERLAND VALLEY DISTRICT HEALTH DEPT HHA,"470 MANCHESTER SQUARE, SUITE 212",MANCHESTER,KY,40962,CLAY,CUMBERLAND VALLEY DISTRICT HEALTH DEPT.,(606) 598-5564,GLENNA,HENSLEY,5/31/20
HOME HEALTH AGENCY (HHA),K150083,ENCOMPASS HEALTH HOME HEALTH,2625 FREDERICA STREET SUITE 1A,OWENSBORO,KY,42301,DAVIESS,"CARESOUTH HHA HOLDINGS OF WINCHESTER, LLC",(270) 685-4663,VICKI,HAYDEN,9/30/20
HOME HEALTH AGENCY (HHA),K150126A,ENCOMPASS HEALTH HOME HEALTH OF KENTUCKY,"2365 HARRODSBURG RD, STE B425",LEXINGTON,KY,40504,FAYETTE,"ENCOMPASS HEALTH HOME HEALTH OF KENTUCKY, LLC",(859) 367-7148,VICKI,HAYDEN,3/31/20
HOME HEALTH AGENCY (HHA),K150071,FRANKLIN COUNTY HOME HEALTH,851 EAST-WEST CONNECTOR,FRANKFORT,KY,40601,FRANKLIN,FRANKLIN COUNTY HEALTH DEPARTMENT,(502) 564-7383,ELIZABETH,DUCKWALL,5/31/20
HOME HEALTH AGENCY (HHA),K150007,GREEN RIVER DISTRICT HHA,1600 BRECKINRIDGE STREET,OWENSBORO,KY,42303,DAVIESS,GREEN RIVER DISTRICT HEALTH DEPARTMENT,(270) 686-8123,TEUDIS,PEREZ,11/30/20
HOME HEALTH AGENCY (HHA),K150011,HARLAN ARH HHA,81 BALL PARK ROAD,HARLAN,KY,40831,HARLAN,"APPALACHIAN REGIONAL HEALTHCARE, INC.",(606) 573-8265,SUSAN,STEWART,4/30/20
HOME HEALTH AGENCY (HHA),K150025,HAYSWOOD HOME HEALTH SERVICES,1 WEST MCDONALD PARKWAY,MAYSVILLE,KY,41056,MASON,"HAYSWOOD HEALTH SERVICES, INC.",(606) 564-9481,ANNLYN,PURDON,4/30/20
HOME HEALTH AGENCY (HHA),K150029,(D) HAZARD ARH HHA,306 MORTON BLVD STE B,HAZARD,KY,41701,PERRY,"APPALACHIAN REGIONAL HEALTHCARE, INC.",(606) 439-6955,SUSAN,STEWART,1/31/20
HOME HEALTH AGENCY (HHA),K150178,"HIGHLANDS HOME HEALTH, INC.","83 DEWEY STREET, PO BOX 757",PRESTONSBURG,KY,41653,FLOYD,"CONSOLIDATED HEALTH SYSTEMS, INC.",(606) 889-9967,SHARON,BRANHAM,5/31/20
HOME HEALTH AGENCY (HHA),K150075,"HOME CARE HEALTH SERVICES, INC",1414 SOUTH MAYO TRAIL,PIKEVILLE,KY,41501,PIKE,"HOME CARE HEALTH SERVICES, INC.",(606) 432-2111,SHARON,BRANHAM,8/31/20
HOME HEALTH AGENCY (HHA),150136,INTERIM HEALTHCARE OF NORTHERN KENTUCKY,"3005 DIXIE HIGHWAY, SUITE 130",EDGEWOOD,KY,41017,KENTON,"INTERIM HEALTHCARE OF CINCINNATI, INC.",(859) 578-9191,MICHELLE,BROWN,12/31/19
HOME HEALTH AGENCY (HHA),K150114,(D) INTREPID USA HEALTHCARE SERVICES,201 KLUTEY PARK PLAZA,HENDERSON,KY,42420,HENDERSON,"F.C. OF KENTUCKY, INC.",(270) 827-4842,AMY,DUNFORD,5/31/20
HOME HEALTH AGENCY (HHA),K150120,(D) INTREPID USA HEALTHCARE SERVICES,1616 HIGHWAY 121 NORTH SUITE C,MURRAY,KY,42071,CALLOWAY,"F.C. OF KENTUCKY, INC.",(270) 753-1434,KAREN,JACKSON,12/31/19
HOME HEALTH AGENCY (HHA),K150080,(D) INTREPID USA HEALTHCARE SERVICES,"2411 RING ROAD, SUITE 106",ELIZABETHTOWN,KY,42701,HARDIN,"F.C. OF KENTUCKY, INC.",(270) 763-9242,JILL,JOHNSON,6/30/20
HOME HEALTH AGENCY (HHA),K150031,INTREPID USA HEALTHCARE SERVICES,230 TOWER CIRCLE,SOMERSET,KY,42503,PULASKI,"F.C. OF KENTUCKY, INC.",(606) 679-7439,AMANDA,BEMIS,3/31/20
HOME HEALTH AGENCY (HHA),K150072,JENNIE STUART MEDICAL CENTER HHA,"327 WEST 18TH STREET, SUITE D",HOPKINSVILLE,KY,42240,CHRISTIAN,"JENNIE STUART MEDICAL CENTER, INC.",(270) 887-0118,ERIC,LEE,3/31/20
HOME HEALTH AGENCY (HHA),K150046,JOHNSON-MAGOFFIN HOME HEALTH AGENCY,630 JAMES TRIMBLE BOULEVARD,PAINTSVILLE,KY,41240,JOHNSON,JOHNSON COUNTY HEALTH DEPARTMENT,(606) 789-2596,DALETTA,CAMPBELL,12/31/19
HOME HEALTH AGENCY (HHA),K150043,KENTUCKY RIVER DISTRICT HHA,78 MAPLE STREET,HYDEN,KY,41749,LESLIE,KENTUCKY RIVER DISTRICT HEALTH DEPARTMENT,(606) 672-7175,ANTHONY,LOCKARD,4/30/20
HOME HEALTH AGENCY (HHA),150190,KINDRED AT HOME,"105 CITATION DRIVE, SUITE B",DANVILLE,KY,40422,BOYLE,GENTIVA CERTIFED HEALTHCARE CORPORATION,(859) 236-2193,NANCY,YEAGER,5/31/20
HOME HEALTH AGENCY (HHA),K150094,KINDRED AT HOME,"1300 E NEW CIRCLE ROAD, SUITE 180",LEXINGTON,KY,40505,FAYETTE,GENTIVA CERTIFIED HEALTHCARE CORPORATION,(859) 252-4206,LANA,SMITH,5/31/20
HOME HEALTH AGENCY (HHA),K150135,KINDRED AT HOME,540 NOEL AVENUE,HOPKINSVILLE,KY,42240,CHRISTIAN,GENTIVA CERTIFIED HEALTHCARE CORPORATION,(270) 885-7887,GILBERT,ROSALES,10/31/20
HOME HEALTH AGENCY (HHA),K150093,KINDRED AT HOME,710 EXECUTIVE PARK,LOUISVILLE,KY,40207,JEFFERSON,GENTIVA CERTIFIED HEALTHCARE CORPORATION,(502) 895-4213,DANA,FALLOT,6/30/20
HOME HEALTH AGENCY (HHA),K150050,KINDRED AT HOME,2114 CHAMBER CENTER DRIVE,FORT MITCHELL,KY,41017,KENTON,GENTIVA CERTIFIED HEALTHCARE CORPORATION,(859) 331-5800,JULIANNE,BROWN,6/30/20
HOME HEALTH AGENCY (HHA),K150052,KING'S DAUGHTERS' MED. CTR. HHA,"2301 LEXINGTON AVENUE, SUITE 325",ASHLAND,KY,41101,BOYD,ASHLAND HOSPITAL CORPORATION,(606) 408-9700,PATRICIA,LEWIS,4/30/20
HOME HEALTH AGENCY (HHA),K150018,KNOX COUNTY HEALTH DEPARTMENT HHA,261 HOSPITAL DRIVE,BARBOURVILLE,KY,40906,KNOX,KNOX COUNTY HEALTH DEPARTMENT,(606) 546-5919,REBECCA,RAINS,11/30/20
HOME HEALTH AGENCY (HHA),KY150008,LIFELINE HEALTH CARE OF FAYETTE,"1056 WELLINGTON WAY, SUITE 190",LEXINGTON,KY,40513,FAYETTE,"LIFELINE HOME HEALTH CARE OF LEXINGTON, LLC",(859) 272-9787,TERESA,PHILLIPS,8/31/20
HOME HEALTH AGENCY (HHA),K150023,LIFELINE HEALTH CARE OF LINCARE,"210 BURLEY AVENUE, SUITE A",HOPKINSVILLE,KY,42240,CHRISTIAN,"GAMMA ACQUISITION, INC.",(270) 885-6353,KAYCE,STEVENSON,11/30/20
HOME HEALTH AGENCY (HHA),K150127,LIFELINE HEALTH CARE OF LOGAN,1527 NASHVILLE STREET,RUSSELLVILLE,KY,42276,LOGAN,"KENTUCKY IN-HOME HEALTHCARE PARTNERSHIP-II, LLC",(270) 726-2408,SHAUNITA,JOHNSON,7/31/20
HOME HEALTH AGENCY (HHA),K150095,LIFELINE HEALTH CARE OF PULASKI,"600 1/2 CLIFTY STREET, SUITES 2 AND 3",SOMERSET,KY,42503,PULASKI,"LIFELINE HOME HEALTH CARE OF SOMERSET, LLC",(606) 679-9245,KRISTEN,LYONS,8/31/20
HOME HEALTH AGENCY (HHA),K150077,LIFELINE HEALTH CARE OF WARREN,"165 NATCHEZ TRACE AVENUE, SUITE 206",BOWLING GREEN,KY,42104,WARREN,"LIFELINE HOME HEALTH CARE OF BOWLING GREEN, LLC",(270) 781-0702,JENNIFER,JOHNSON,6/30/20
HOME HEALTH AGENCY (HHA),K150137,LIFELINE HOME HEALTH,710 NORTH MAIN STREET,TOMPKINSVILLE,KY,42167,MONROE,"LHCG XLVI, LLC",(270) 487-5905,AMANDA,ISENBERG,12/31/19
HOME HEALTH AGENCY (HHA),K150118,LIFELINE HOME HEALTH CARE OF FULTON,424 LAKE STREET,FULTON,KY,42041,FULTON,"LIFELINE HOME HEALTH CARE OF FULTON, LLC",(270) 472-2294,MICAELA,SPRAGGS,5/31/20
HOME HEALTH AGENCY (HHA),150189,LIFELINE OF JACKSON PURCHASE HOME HEALTH,"1011 PARIS ROAD, SUITE 345",MAYFIELD,KY,42066,GRAVES,"KENTUCKY IN-HOME HEALTHCARE PARTNERSHIP-I, LLC",(270) 753-5656,CHRISTYNA,WILSON,12/31/19
HOME HEALTH AGENCY (HHA),150179,LIFELINE ROCKCASTLE HOME HEALTH,145 LEWIS STREET,MOUNT VERNON,KY,40456,ROCKCASTLE,"LIFELINE ROCKCASTLE HOME HEALTH, LLC",(606) 256-1808,BRENDA,RAINWATER,6/30/20
HOME HEALTH AGENCY (HHA),K150144,MARION HOME HEALTH AGENCY,HIGHWAY 60 WEST,MARION,KY,42064,CRITTENDEN,CRITTENDEN HEALTH SYSTEMS,(270) 965-2550,DANIEL,HIBEN,5/31/20
HOME HEALTH AGENCY (HHA),K150168,MARSHALL COUNTY HOSPITAL HHA,805 MAIN STREET,BENTON,KY,42025,MARSHALL,"LHCG XXIII, LLC",(270) 527-8084,ALEXINA,ENGLAND,6/30/20
