,address_x,agency,arrival_time_primary_unit,beat,closed_time_incident,community_council_neighborhood,create_time_incident,dispatch_time_primary_unit,disposition_text,district,event_number,incident_type_desc,incident_type_id,latitude_x,longitude_x,priority,priority_color
8173,17XX RACE ST,CPD,2017-07-22T11:42:59.000,P121,2017-07-22T12:13:04.000,OTR,2017-07-22T11:15:58.000,2017-07-22T11:42:59.000,INV: INV,1,CPD170722000586,DRUG ACTIVITY,DRUG,39.1152520001195,-84.517874,7,YELLOW
8174,HAMILTON AV/W NORTH BEND RD,CP,2017-01-01T13:28:12.000,P543,2017-01-01T13:33:39.000,N/A,2017-01-01T13:08:31.000,2017-01-01T13:24:55.000,GOA - GONE ON ARRIVAL,,LCP170101000869,,DRUG,,,,
8175,27XX HACKBERRY ST,CPD,,P211,2017-08-01T21:19:18.000,EAST WALNUT HILLS,2017-08-01T21:15:44.000,,BC: BROADCAST,2,CPD170801001841,DRUG ACTIVITY,DRUG,39.1294920001195,-84.475504,7,YELLOW
8176,CLANORA DR / LOUBELL LN,CPD,2017-10-22T17:18:17.000,P321,2017-10-22T17:22:50.000,WEST PRICE HILL,2017-10-22T17:14:43.000,2017-10-22T17:15:20.000,GOA: GOA,3,CPD171022001002,DRUG ACTIVITY,DRUG,39.1070440001196,-84.591199,7,YELLOW
8177,8XX EZZARD CHARLES DR,CPD,2017-04-12T15:31:27.000,P131,2017-04-12T16:02:44.000,WEST END,2017-04-12T15:25:58.000,2017-04-12T15:28:40.000,INV: INV,1,CPD170412001106,,HEROINP-COMBINED,39.1111203404687,-84.5288808859542,2,
8178,32XX COLERAIN AV,CPD,2017-07-12T10:51:13.000,P521,2017-07-12T11:52:40.000,CAMP WASHINGTON,2017-07-12T10:46:39.000,2017-07-12T10:47:39.000,AST: ASSIST,5,CPD170712000582,DRUG ACTIVITY,DRUG,39.1435580001195,-84.538428,7,YELLOW
8179,1XX W 70TH ST,CPD,2017-02-02T11:19:41.000,P461,2017-02-02T12:05:51.000,CARTHAGE,2017-02-02T11:08:42.000,2017-02-02T11:13:52.000,ADV:ADVISED,4,CPD170202000549,,DRUG,39.1937530546951,-84.4830134008177,3,
8180,63XX CARY AV,CPD,2017-04-07T09:40:24.000,P541,2017-04-07T11:07:31.000,COLLEGE HILL,2017-04-07T09:30:58.000,2017-04-07T09:39:46.000,ARR: ARREST,5,CPD170407000425,,DRUG,39.2056486477913,-84.5506250364285,3,
8181,29XX HIGHFOREST LN,CPD,2017-04-18T06:44:39.000,P541,2017-04-18T07:59:49.000,MOUNT AIRY,2017-04-18T06:34:46.000,2017-04-18T06:36:19.000,INV: INV,5,CPD170418000285,,HEROINP-COMBINED,39.1796343864198,-84.5630740619361,2,
8182,15XX JOSEPH ST,CP,,P459,2017-01-23T15:24:43.000,BOND HILL,2017-01-23T15:13:05.000,2017-01-23T15:19:43.000,GOA - GONE ON ARRIVAL,4,LCP170123000920,,DRUG,39.1734870300896,-84.47084887,,
8183,SAVANNAH AV / MEIS AV,CPD,2017-11-17T12:30:09.000,P541,2017-11-17T12:35:51.000,COLLEGE HILL,2017-11-17T12:16:46.000,2017-11-17T12:30:08.000,INV: INV,5,CPD171117000711,DRUG ACTIVITY,DRUG,39.2071360001195,-84.552957,7,YELLOW
8184,15XX ELM ST,CPD,2017-04-26T09:48:01.000,P121,2017-04-26T09:56:59.000,OTR,2017-04-26T09:36:55.000,2017-04-26T09:48:01.000,INV: INV,1,CPD170426000486,,DRUG,39.1117379314253,-84.5203339709757,3,
8185,CURZON AV/SHEEHAN AV,CP,,P462,2017-01-19T22:36:12.000,N/A,2017-01-19T22:32:39.000,,ADV - ADVISED,,LCP170119001689,,DRUGR,,,,
8186,9XX DANA AV,CPD,2017-04-07T10:28:57.000,P441,2017-04-07T10:37:27.000,AVONDALE - NORTH AVONDALE,2017-04-07T10:09:17.000,2017-04-07T10:24:49.000,GOA: GOA,4,CPD170407000478,,DRUG,39.1524876835045,-84.4831843622138,3,
8187,W 9TH ST/CENTRAL AV,CP,2017-01-20T01:18:35.000,P138,2017-01-20T01:54:35.000,N/A,2017-01-20T01:12:26.000,2017-01-20T01:13:02.000,INVESTIGATED,,LCP170120000053,HEROIN OD,HEROIN,,,2,
8188,FRANCISCO ST / FULTON AV,CPD,,P421,2017-04-21T13:02:09.000,WALNUT HILLS,2017-04-21T13:02:09.000,,ADV:ADVISED,4,CPD170421000799,,DRUGR,39.1209710000896,-84.492082,6,
8189,38XX MILLER ST,CPD,2017-04-12T19:18:53.000,P351,2017-04-12T20:34:00.000,SOUTH CUMMINSVILLE,2017-04-12T19:09:13.000,2017-04-12T19:11:34.000,HBF: HANDLED BY FIRE,3,CPD170412001563,,HEROINP-COMBINED,39.1554482514818,-84.547962016104,2,
8190,19XX RACE ST,CPD,2017-08-14T10:50:31.000,P121,2017-08-14T11:00:36.000,OTR,2017-08-14T10:47:12.000,2017-08-14T10:48:09.000,AST: ASSIST,1,CPD170814000588,,HEROINP-COMBINED,39.1171170001195,-84.517999,2,
8191,5XX MCALPIN AV,CPD,2017-11-14T07:44:44.000,P521,2017-11-14T07:54:00.000,CLIFTON,2017-11-14T07:36:48.000,2017-11-14T07:41:02.000,INV: INV,5,CPD171114000278,DRUG ACTIVITY,DRUG,39.1508920001195,-84.528296,7,YELLOW
8192,W 12TH ST / RACE ST,CPD,2017-09-10T14:52:33.000,P121,2017-09-10T14:58:50.000,OTR,2017-09-10T14:46:17.000,2017-09-10T14:51:37.000,INV: INV,1,CPD170910000948,DRUG ACTIVITY,DRUG,39.1084810001195,-84.516689,7,YELLOW
8193,4XX GEST ST,CPD,2017-11-25T13:45:48.000,P131,2017-11-25T14:27:27.000,QUEENSGATE,2017-11-25T13:39:38.000,2017-11-25T13:41:29.000,SOW: SENT ON WAY,1,CPD171125000605,,HEROINP-COMBINED,39.0986480001195,-84.52691,2,
8194,4XX DAYTON ST,CP,2017-01-01T14:22:32.000,P135,2017-01-01T14:23:34.000,WEST END,2017-01-01T14:00:58.000,2017-01-01T14:22:03.000,INVESTIGATED,1,LCP170101000926,INV DRUG COMPLAINT,DRUG,39.1174999600896,-84.52539053,3,
8195,1XX E CLIFTON AV,CP,2017-01-20T18:58:34.000,P124,2017-01-20T19:06:35.000,OTR,2017-01-20T18:42:29.000,2017-01-20T18:51:24.000,INVESTIGATED,1,LCP170120001241,INV DRUG COMPLAINT,DRUG,39.1151979200896,-84.51436512,3,
8196,W 12TH ST / RACE ST,CPD,2017-04-01T19:42:15.000,P121,2017-04-01T20:04:23.000,OTR,2017-04-01T19:29:21.000,2017-04-01T19:30:29.000,GOA: GOA,1,CPD170401001255,,DRUG,39.1083210000897,-84.515669,3,
8197,11XX SYCAMORE ST,CPD,2017-04-29T14:13:14.000,P121,2017-04-29T15:27:34.000,OTR,2017-04-29T14:06:22.000,2017-04-29T14:07:54.000,HBF: HANDLED BY FIRE,1,CPD170429000910,,HEROINP-COMBINED,39.1092596837799,-84.5104551485892,2,
8198,DENHAM ST / LINDEN ST,CPD,,P341,2017-06-17T09:55:59.000,NORTH FAIRMOUNT,2017-06-17T09:46:21.000,,GOA: GOA,3,CPD170617000537,DRUG ACTIVITY,DRUG,39.1356780000896,-84.55122,7,YELLOW
8199,18XX DALTON AV,CPD,2017-03-18T00:38:25.000,P131,2017-03-18T03:13:24.000,WEST END,2017-03-18T00:34:12.000,2017-03-18T00:36:10.000,ARR: ARREST,1,CPD170318000059,,HEROINP-COMBINED,39.1179417887613,-84.534924456137,2,
8200,7XX RIDDLE RD,CPD,2017-10-02T19:47:28.000,P511,2017-10-02T22:42:35.000,CUF,2017-10-02T19:34:21.000,2017-10-02T19:43:23.000,ARR: ARREST,5,CPD171002001467,,HEROINP-COMBINED,39.1373880001195,-84.530687,2,
8201,15XX BURDETT CT,CPD,,P211,2017-05-04T13:00:00.000,EAST WALNUT HILLS,2017-05-04T12:55:51.000,,CAN:CANCEL,2,CPD170504000723,,DRUGR,39.1273742516004,-84.4769613970152,6,
8202,25XX SEEGAR AV,CPD,2017-04-29T16:06:07.000,P341,2017-04-29T19:37:48.000,NORTH FAIRMOUNT,2017-04-29T15:58:38.000,2017-04-29T15:59:56.000,ARR: ARREST,3,CPD170429001121,,HEROINP-COMBINED,39.1334469871102,-84.5544620287423,2,
8203,34XX HAZELWOOD AV,CPD,,P331,2017-06-24T14:02:28.000,WESTWOOD,2017-06-24T13:20:49.000,,CAN:CANCEL,3,CPD170624000726,DRUG ACTIVITY,DRUG,39.1486460163584,-84.596689157726,7,YELLOW
8204,4XX GEST ST,CPD,2017-05-17T22:51:53.000,P131,2017-05-17T23:06:32.000,QUEENSGATE,2017-05-17T22:47:48.000,2017-05-17T22:49:42.000,HBF: HANDLED BY FIRE,1,CPD170517001853,,HEROINP-COMBINED,39.0981482214735,-84.5268798298714,2,
8205,LAFEUILLE AV / FLEETWOOD AV,CPD,,P331,2017-11-28T11:09:02.000,WESTWOOD,2017-11-28T10:56:18.000,2017-11-28T10:57:40.000,GOA: GOA,3,CPD171128000600,DRUG ACTIVITY,DRUG,39.1385030001195,-84.589631,7,YELLOW
8206,15XX MANSS AV,CP,2017-01-18T13:34:14.000,P324,2017-01-18T13:40:36.000,N/A,2017-01-18T13:29:21.000,2017-01-18T13:30:07.000,GONE ON ARRIVAL,,LCP170118000775,INV DRUG COMPLAINT,DRUG,,,3,
8207,66XX GRACELY DR,CPD,2017-08-22T22:03:37.000,P313,2017-08-22T22:38:11.000,SAYLER PARK,2017-08-22T22:01:49.000,2017-08-22T22:02:44.000,INV: INV,3,CPD170822001880,,HEROINP-COMBINED,39.1126010001196,-84.693159,2,
8208,XX W MCMICKEN AV,CPD,2017-09-17T17:46:36.000,P121,2017-09-17T18:09:30.000,OTR,2017-09-17T17:44:03.000,2017-09-17T17:44:43.000,INV: INV,1,CPD170917001334,,HEROINP-COMBINED,39.1173650001196,-84.518089,2,
8209,15XX REPUBLIC ST,CPD,2017-07-18T17:22:51.000,P121,2017-07-18T17:35:41.000,OTR,2017-07-18T17:12:43.000,2017-07-18T17:22:51.000,AST: ASSIST,1,CPD170718001262,,HEROINP-COMBINED,39.1132230001196,-84.516642,2,
8210,12XX HOPPLE ST,CPD,2017-02-07T17:24:10.000,P521,2017-02-07T19:45:47.000,CAMP WASHINGTON,2017-02-07T17:18:51.000,2017-02-07T17:19:18.000,ARR: ARREST,5,CPD170207001140,,HEROINP-COMBINED,39.1369898650943,-84.5371808747258,2,
8211,48XX SPRING GROVE AV,CPD,2017-02-23T17:35:54.000,P531,2017-02-23T19:39:07.000,SPRING GROVE VILLAGE,2017-02-23T17:28:26.000,2017-02-23T19:39:02.000,ARR: ARREST,5,CPD170223001308,,HEROINP-COMBINED,39.1688384433906,-84.5102102680163,2,
8212,27XX W NORTH BEND RD,CPD,2017-06-20T23:51:45.000,P541,2017-06-21T00:07:23.000,MOUNT AIRY,2017-06-20T23:48:07.000,2017-06-20T23:49:13.000,HBF: HANDLED BY FIRE,5,CPD170620002075,,HERONP-PD ONLY,39.1888625108658,-84.5748957542424,4,
8213,WEIGOLD AV / DANE AV,CPD,,P531,2017-03-27T08:54:23.000,NORTHSIDE,2017-03-27T08:54:23.000,,ADV:ADVISED,5,CPD170327000378,,DRUGR,39.1670620000896,-84.531974,6,
8214,6XX W MCMICKEN AV,CPD,,P121,2017-07-31T19:21:18.000,OTR,2017-07-31T19:19:47.000,,BC: BROADCAST,1,CPD170731001397,DRUG ACTIVITY,DRUG,39.1225880001195,-84.530771,7,YELLOW
8215,30XX KERPER AV,CPD,2017-07-09T17:25:51.000,P421,2017-07-09T18:45:45.000,WALNUT HILLS,2017-07-09T17:19:05.000,2017-07-09T17:19:46.000,ARR: ARREST,4,CPD170709001099,,HEROINP-COMBINED,39.1376330001195,-84.487208,2,
8216,12XX SUNSET AV,CPD,2017-02-18T23:18:31.000,P321,2017-02-18T23:20:20.000,WEST PRICE HILL,2017-02-18T23:18:19.000,2017-02-18T23:14:16.000,INV: INV,3,CPD170218001632,,DRUG,39.1166045838956,-84.5857985415361,3,
8217,2XX KLOTTER AV,CPD,,P511,2017-03-29T12:40:01.000,CUF,2017-03-29T12:36:22.000,,CAN:CANCEL,5,CPD170329000723,,DRUGR,39.1220171588601,-84.5237011315079,6,
8218,15XX W NORTH BEND RD,CPD,2017-05-14T14:51:54.000,P541,2017-05-14T16:59:00.000,COLLEGE HILL,2017-05-14T14:46:39.000,2017-05-14T14:47:39.000,OH: OH,5,CPD170514000837,,HEROINP-COMBINED,39.2040069596932,-84.545365948753,2,
8219,ELIZA ST / W MCMICKEN AV,CPD,2017-01-29T19:31:38.000,P511,2017-01-29T19:35:54.000,CUF,2017-01-29T19:22:31.000,2017-01-29T19:25:12.000,GOA: GOA,5,CPD170129001057,,DRUG,39.1267070000896,-84.531684,3,
8220,32XX MIDWAY AV,CPD,2017-12-10T11:14:27.000,P331,2017-12-10T11:27:56.000,WESTWOOD,2017-12-10T10:52:34.000,2017-12-10T11:04:40.000,INV: INV,3,CPD171210000554,DRUG ACTIVITY,DRUG,39.1370360001195,-84.607263,7,YELLOW
8221,RACE ST / W 12TH ST,CPD,2017-07-30T02:20:27.000,P121,2017-07-30T02:23:01.000,OTR,2017-07-30T02:12:27.000,2017-07-30T02:15:07.000,GOA: GOA,1,CPD170730000147,DRUG ACTIVITY,DRUG,39.1088210001195,-84.515439,7,YELLOW
8222,13XX RYLAND AV,CPD,,P451,2017-04-16T08:31:18.000,BOND HILL,2017-04-16T08:31:18.000,,ADV:ADVISED,4,CPD170416000424,,DRUGR,39.1781275093574,-84.4750334136175,6,
8223,28XX MONTANA AV,CP,2017-01-21T21:34:35.000,P333,2017-01-21T22:10:18.000,WESTWOOD,2017-01-21T21:26:23.000,2017-01-21T21:29:00.000,INV - INVESTIGATED,3,LCP170121001454,,HEROIN,39.1501551900896,-84.59044951,,
8224,12XX BATES AV,CPD,,P521,2017-09-19T17:40:07.000,CAMP WASHINGTON,2017-09-19T17:38:08.000,,ADV:ADVISED,5,CPD170919001434,DRUG COMPLAINT REFERRAL,DRUGR,39.1416470001195,-84.536553,35,PURPLE
8225,20XX FULTON AV,CPD,2017-04-22T15:07:16.000,P421,2017-04-22T15:26:05.000,WALNUT HILLS,2017-04-22T14:55:33.000,2017-04-22T15:04:10.000,GOA: GOA,4,CPD170422000846,,DRUG,39.1146036959344,-84.4936962002296,3,
8226,ATWOOD AV / KENNETH AV,CPD,2017-10-16T16:48:43.000,P541,2017-10-16T20:53:11.000,COLLEGE HILL,2017-10-16T16:14:07.000,2017-10-16T16:45:32.000,ARR: ARREST,5,CPD171016001108,DRUG ACTIVITY,DRUG,39.1999850001194,-84.538688,7,YELLOW
8227,29XX HOADLY CT,CPD,,P331,2017-11-27T15:42:19.000,WESTWOOD,2017-11-27T15:37:39.000,,"BC: BROADCAST,CAN:CANCEL",3,CPD171127001113,DRUG ACTIVITY,DRUG,39.1414900001195,-84.58423,7,YELLOW
8228,4XX DAYTON ST,CP,,P135,2017-01-02T18:24:53.000,WEST END,2017-01-02T18:24:53.000,,ADVISED,1,LCP170102000980,DRUG COMPLAINT NOT I,DRUGR,39.1181299600896,-84.52533053,6,
8229,54XX BETTMAN DR,CP,,P537,2017-01-05T16:39:08.000,WINTON HILLS,2017-01-05T16:39:08.000,,ADVISED,5,LCP170105000907,DRUG COMPLAINT NOT I,DRUGR,39.1886855000896,-84.51264078,6,
8230,STRAIGHT ST / LUNA AV,CPD,,P511,2017-12-01T00:35:52.000,CUF,2017-12-01T00:35:52.000,,CAN:CANCEL,5,CPD171201000031,DRUG COMPLAINT REFERRAL,DRUGR,39.1295990001195,-84.527189,35,PURPLE
8231,63XX BEECHMONT AV,CPD,2017-09-20T11:46:56.000,P241,2017-09-20T11:56:57.000,MOUNT WASHINGTON,2017-09-20T11:27:55.000,2017-09-20T11:30:15.000,AST: ASSIST,2,CPD170920000672,DRUG ACTIVITY,DRUG,39.0866640001195,-84.381708,7,YELLOW
8232,HUGHES ST / SCHILLER ST,CPD,2017-04-24T16:01:42.000,P411,2017-04-24T16:03:51.000,MOUNT AUBURN,2017-04-24T15:55:38.000,2017-04-24T15:58:34.000,GOA: GOA,4,CPD170424001113,,DRUG,39.1133140000896,-84.511001,3,
8233,40XX VICTORY PKWY,CPD,,P441,2017-12-15T11:42:21.000,NORTH AVONDALE,2017-12-15T11:39:59.000,,ADV:ADVISED,4,CPD171215000545,DRUG COMPLAINT REFERRAL,DRUGR,39.1555410001194,-84.472706,35,PURPLE
8234,11XX RACE ST,CPD,2017-10-03T17:51:20.000,P121,2017-10-03T17:59:03.000,OTR,2017-10-03T17:40:10.000,2017-10-03T17:45:14.000,INV: INV,1,CPD171003001342,DRUG ACTIVITY,DRUG,39.1065030001195,-84.516049,7,YELLOW
8235,8XX W 8TH ST,CPD,2017-09-08T12:57:25.000,P131,2017-09-08T15:44:27.000,QUEENSGATE,2017-09-08T12:53:23.000,2017-09-08T12:55:09.000,HBF: HANDLED BY FIRE,1,CPD170908000831,,HEROINP-COMBINED,39.1028930001196,-84.530096,2,
8236,E MEHRING WY / JOE NUXHALL WY,CPD,2017-06-02T16:54:50.000,P011,2017-06-02T19:07:26.000,DOWNTOWN,2017-06-02T16:50:43.000,2017-06-02T19:07:18.000,NOT NOT A DISPOSITION,1,CPD170602001348,,HEROINP-COMBINED,39.0959220000897,-84.508671,2,
8237,24XX WARSAW AV,CPD,2017-05-14T21:55:57.000,P321,2017-05-14T21:58:59.000,EAST PRICE HILL,2017-05-14T21:21:36.000,2017-05-14T21:40:14.000,GOA: GOA,3,CPD170514001513,,DRUG,39.1065521256572,-84.5557503171204,3,
8238,6XX ELM ST,CPD,2017-07-07T12:01:27.000,P011,2017-07-07T13:06:51.000,WEST END,2017-07-07T11:58:40.000,2017-07-07T11:59:37.000,ARR: ARREST,1,CPD170707000648,,HEROINP-COMBINED,39.1024940001196,-84.516066,2,
8239,6XX HAWTHORNE AV,CPD,2017-08-10T14:47:43.000,P321,2017-08-10T15:31:15.000,EAST PRICE HILL,2017-08-10T14:37:51.000,2017-08-10T14:41:13.000,ADV:ADVISED,3,CPD170810001069,,HEROINP-COMBINED,39.1010410001196,-84.562845,2,
8240,14XX VINE ST,CPD,2017-04-04T12:57:33.000,P121,2017-04-04T13:04:32.000,OTR,2017-04-04T12:50:23.000,2017-04-04T12:51:13.000,INV: INV,1,CPD170404000831,,DRUG,39.1123065093521,-84.5157590148165,3,
8241,1XX E CLIFTON AV,CPD,2017-03-17T10:09:15.000,P121,2017-03-17T10:11:53.000,OTR,2017-03-17T10:04:04.000,2017-03-17T10:05:03.000,AST: ASSIST,1,CPD170317000479,,DRUG,39.1151779011179,-84.5135750975277,3,
8242,MAPLEWOOD AV / EARNSHAW AV,CPD,2017-07-02T10:02:57.000,P411,2017-07-02T10:07:03.000,MOUNT AUBURN,2017-07-02T09:45:24.000,2017-07-02T09:50:29.000,GOA: GOA,4,CPD170702000474,DRUG ACTIVITY,DRUG,39.1212110000896,-84.505158,7,YELLOW
8243,19XX LOSANTIVILLE AV,CPD,2017-10-25T20:33:57.000,P451,2017-10-25T20:53:11.000,ROSELAWN,2017-10-25T20:18:36.000,2017-10-25T20:25:03.000,HBF: HANDLED BY FIRE,4,CPD171025001555,,HEROINP-COMBINED,39.1906280001195,-84.454093,2,
8244,46XX THOBURNE ST,CP,2017-01-10T14:26:38.000,P237,2017-01-10T16:05:52.000,MADISONVILLE,2017-01-10T14:22:24.000,2017-01-10T14:23:13.000,AIDED CASE REPORT,2,LCP170110000798,HEROIN OD,HEROIN,39.1563175400896,-84.39374474,2,
8245,7XX TRENTON AV,CPD,2017-01-26T20:32:24.000,P321,2017-01-26T21:00:28.000,WEST PRICE HILL,2017-01-26T20:21:01.000,2017-01-26T20:29:35.000,INV: INV,3,CPD170126001531,,HEROINP-COMBINED,39.1068293338617,-84.5882246043646,2,
8246,63XX GLENWAY AV,CPD,2017-12-28T11:31:32.000,,2017-12-28T12:33:58.000,N/A,2017-12-28T10:58:20.000,2017-12-28T11:28:06.000,INV: INV,,CPD171228000469,DRUG ACTIVITY,DRUG,39.1454430001195,-84.62393,7,YELLOW
8247,73XX FAIRPARK AV,CPD,2017-10-22T18:33:21.000,P461,2017-10-22T18:38:13.000,CARTHAGE,2017-10-22T18:28:48.000,2017-10-22T18:33:18.000,GOA: GOA,4,CPD171022001097,DRUG ACTIVITY,DRUG,39.1962180001194,-84.479802,7,YELLOW
8248,15XX ELM ST,CPD,,P121,2017-07-29T00:04:38.000,OTR,2017-07-28T23:59:14.000,,CAN:CANCEL,1,CPD170728002062,DRUG COMPLAINT REFERRAL,DRUGR,39.1124180001195,-84.519792,35,PURPLE
8249,28XX RIVER RD,CPD,2017-09-23T07:30:23.000,P313,2017-09-23T07:33:35.000,SEDAMSVILLE,2017-09-23T07:07:42.000,2017-09-23T07:12:58.000,GOA: GOA,3,CPD170923000411,DRUG ACTIVITY,DRUG,39.0892030001196,-84.564345,7,YELLOW
8250,23XX MONTANA AV,CPD,2017-11-29T12:35:55.000,P331,2017-11-29T12:38:38.000,WESTWOOD,2017-11-29T12:31:12.000,2017-11-29T12:32:12.000,INV: INV,3,CPD171129000699,,HEROINP-COMBINED,39.1557980001195,-84.570743,2,
8251,1XX E CLIFTON AV,CPD,2017-09-21T09:57:19.000,P121,2017-09-21T10:03:47.000,OTR,2017-09-21T09:14:27.000,2017-09-21T09:54:06.000,GOA: GOA,1,CPD170921000516,DRUG ACTIVITY,DRUG,39.1166580001195,-84.514675,7,YELLOW
8252,6XX MAPLE AV,CPD,,P431,2017-03-29T13:57:04.000,AVONDALE,2017-03-29T13:52:31.000,,DUP: DUPLICATE,4,CPD170329000840,,DRUG,39.1411187275967,-84.4953496649353,3,
8253,10XX AVONDALE AV,CPD,,P441,2017-11-02T12:37:51.000,NORTH AVONDALE,2017-11-02T12:37:51.000,,"ADV:ADVISED,CAN:CANCEL",4,CPD171102000765,DRUG COMPLAINT REFERRAL,DRUGR,39.1550840001195,-84.473538,35,PURPLE
8254,21XX SELIM AV,CPD,2017-04-08T21:58:11.000,P341,2017-04-08T22:17:16.000,SOUTH FAIRMOUNT,2017-04-08T21:53:40.000,2017-04-08T21:54:53.000,AST: ASSIST,3,CPD170408001644,,HEROINP-COMBINED,39.1199949691212,-84.5528778902907,2,
8255,KNOTT ST / MAPLE AV,CPD,2017-06-12T23:28:55.000,P431,2017-06-13T02:10:37.000,AVONDALE,2017-06-12T23:22:18.000,2017-06-12T23:23:02.000,ARR: ARREST,4,CPD170612001899,DRUG ACTIVITY,DRUG,39.1426750000896,-84.49428,7,YELLOW
8256,15XX CHASE AV,CPD,2017-05-13T11:52:35.000,P531,2017-05-13T11:52:37.000,NORTHSIDE,2017-05-13T11:44:27.000,2017-05-13T11:52:32.000,GOA: GOA,5,CPD170513000662,,DRUG,39.1632750325594,-84.5370865039351,3,
8257,BRAMBLE AV / WHETSEL AV,CPD,2017-03-26T17:26:53.000,P231,2017-03-26T17:32:20.000,MADISONVILLE,2017-03-26T17:17:10.000,2017-03-26T17:17:52.000,NTR: NOTHING TO REPORT,2,CPD170326001149,,DRUG,39.1507710000896,-84.39306,3,
8258,3XX SHEEHAN AV,CPD,2017-09-13T14:30:45.000,P461,2017-09-13T14:44:06.000,HARTWELL,2017-09-13T13:57:30.000,2017-09-13T13:59:35.000,GOA: GOA,4,CPD170913000894,DRUG ACTIVITY,DRUG,39.2144180001193,-84.462449,7,YELLOW
8259,24XX WESTWOOD NORTHERN BLVD,CPD,2017-09-24T02:40:44.000,P331,2017-09-24T02:43:22.000,WESTWOOD,2017-09-24T02:30:55.000,2017-09-24T02:34:33.000,INV: INV,3,CPD170924000189,DRUG ACTIVITY,DRUG,39.1446000001195,-84.577052,7,YELLOW
8260,SHADYMIST LN / KIPLING AV,CPD,2017-04-24T20:01:13.000,P541,2017-04-24T20:09:42.000,MOUNT AIRY,2017-04-24T19:52:43.000,2017-04-24T19:54:16.000,INV: INV,5,CPD170424001617,,DRUG,39.2007290000896,-84.577502,3,
8261,43XX MARIETTA ST,CPD,2017-07-17T19:20:02.000,P231,2017-07-17T19:29:33.000,MADISONVILLE,2017-07-17T19:13:30.000,2017-07-17T19:14:36.000,GOA: GOA,2,CPD170717001596,,HEROINP-COMBINED,39.1514300001195,-84.384929,2,
8262,5XX W MCMILLAN ST,CPD,,P511,2017-04-21T16:00:35.000,CUF,2017-04-21T15:47:04.000,2017-04-21T15:51:13.000,GOA: GOA,5,CPD170421001151,,DRUG,39.1290170001195,-84.5291,3,
8263,46XX KINGS RUN DR,CPD,2017-09-17T20:57:08.000,P531,2017-09-17T21:01:49.000,SPRING GROVE VILLAGE,2017-09-17T20:53:42.000,2017-09-17T20:56:24.000,GOA: GOA,5,CPD170917001657,DRUG ACTIVITY,DRUG,39.1755300001195,-84.510119,7,YELLOW
8264,37XX WESTMONT DR,CPD,2017-12-11T21:18:01.000,P321,2017-12-11T21:23:18.000,WEST PRICE HILL,2017-12-11T21:01:45.000,2017-12-11T21:05:06.000,INV: INV,3,CPD171211001457,DRUG ACTIVITY,DRUG,39.1225610001196,-84.569498,7,YELLOW
8265,32XX MIDWAY AV,CPD,,P331,2017-03-06T20:33:54.000,WESTWOOD,2017-03-06T15:37:45.000,2017-03-06T16:10:51.000,AST: ASSIST,3,CPD170306001010,,DRUG,39.1349691513721,-84.6102526486477,3,
8266,2XX EHRMAN AV,CPD,,P431,2017-11-08T05:36:11.000,AVONDALE,2017-11-08T05:35:36.000,,26: AVAIL/DETAIL COMPLETED,4,CPD171108000226,DRUG COMPLAINT REFERRAL,DRUGR,39.1492970001195,-84.504375,35,PURPLE
8267,MOHAWK PL / CENTRAL PKWY,CPD,,P121,2017-06-07T11:41:02.000,OTR,2017-06-07T11:38:07.000,2017-06-07T11:39:30.000,GOA: GOA,1,CPD170607000705,DRUG ACTIVITY,DRUG,39.1202500000896,-84.525309,7,YELLOW
8268,APJONES ST/MAD ANTHONY ST,CP,,P533,2017-01-10T09:58:23.000,N/A,2017-01-10T09:58:23.000,,ADVISED,,LCP170110000438,DRUG COMPLAINT NOT I,DRUGR,,,6,
8269,12XX BEECH AV,CPD,,P321,2017-08-30T15:04:36.000,WEST PRICE HILL,2017-08-30T11:09:42.000,2017-08-30T11:35:19.000,ARR: ARREST,3,CPD170830000650,DRUG ACTIVITY,DRUG,39.1140990001195,-84.576417,7,YELLOW
8270,12XX PURCELL AV,CPD,,P321,2017-07-07T21:19:32.000,EAST PRICE HILL,2017-07-07T20:13:37.000,2017-07-07T20:26:06.000,INV: INV,3,CPD170707001619,DRUG ACTIVITY,DRUG,39.1138840001196,-84.564392,7,YELLOW
8271,XX W MITCHELL AV,CPD,2017-09-09T15:44:54.000,P521,2017-09-09T16:39:49.000,CLIFTON,2017-09-09T15:29:52.000,2017-09-09T15:39:16.000,ARR: ARREST,5,CPD170909001045,,HEROINP-COMBINED,39.1604960001195,-84.505865,2,
8272,5XX VINE ST,CPD,2017-12-15T17:00:59.000,P011,2017-12-15T17:17:24.000,DOWNTOWN,2017-12-15T16:55:50.000,2017-12-15T16:57:39.000,SOW: SENT ON WAY,1,CPD171215001067,DRUG ACTIVITY,DRUG,39.1022290001195,-84.513123,7,YELLOW
8273,UPLAND PL / ASHLAND AV,CPD,2017-09-19T08:41:37.000,P211,2017-09-19T09:01:33.000,EAST WALNUT HILLS,2017-09-19T08:41:37.000,2017-09-19T08:41:37.000,GOA: GOA,2,CPD170919000458,DRUG ACTIVITY,DRUG,39.1220600001196,-84.482256,7,YELLOW
