LicenseNumber,Phone,BusinessName,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
021701500,(847) 527-4251,WALGREENS #10050,6201 E. BROAD STREET,COLUMBUS,OH,43213-5500,Franklin
021754900,(847) 527-4251,WALGREENS #10053,3141 TREMONT ROAD,UPPER ARLINGTON,OH,432212034,Franklin
021948900,(847) 527-4251,WALGREENS #12083,1444 W. 5TH AVE,COLUMBUS,OH,43212,Franklin
022474400,(847) 527-4251,WALGREENS #16294,5 LIMITED PARKWAY EAST,REYNOLDSBURG,OH,43068,Franklin
0232000066,(419) 335-3715,"FCHC Pharm, LLC",725 S Shoop Ave,Wauseon,OH,43567-1702,Fulton
021540750,(513) 762-1090,KROGER PHARMACY #504,113 EAST AIRPORT HIGHWAY,SWANTON,OH,43558,Fulton
020180850,41-825-1161,RITE AID #2355,105 WEST AIRPORT HIGHWAY,SWANTON,OH,43558,Fulton
020159300,(419) 337-5050,RITE AID DISCOUNT PHARMACY #2348,1496 N. SHOOP AVENUE,WAUSEON,OH,435671825,Fulton
020622950,(419) 446-2335,RITE AID DISCOUNT PHARMACY #2583,1921 S. DEFIANCE ROAD,ARCHBOLD,OH,43502,Fulton
020850200,(479) 204-2258,WAL-MART PHARMACY 10-2350,485 EAST AIRPORT HWY,WAUSEON,OH,43567,Fulton
020826950,(401) 765-1500,CVS/PHARMACY #4400,3066 STATE ROUTE 160,GALLIPOLIS,OH,45631,Gallia
020968500,304-675-1612,FRUTH PHARMACY #21,204 SECOND AVENUE,GALLIPOLIS,OH,45631,Gallia
021066550,(479) 204-2258,WAL-MART PHARMACY 10-2605,2145 EASTERN AVENUE,GALLIPOLIS,OH,45631,Gallia
022571950,(401) 765-1500,CVS PHARMACY #17242,18855 N. MARKET PLACE DRIVE,AURORA,OH,44202,Geauga
020114800,(401) 765-1500,CVS/PHARMACY #3317,296 CENTER STREET,CHARDON,OH,44024,Geauga
020164450,(401) 765-1500,CVS/PHARMACY #4349,15925 WEST HIGH ST.,MIDDLEFIELD,OH,44062,Geauga
020384900,(401) 765-1500,CVS/PHARMACY #4366,8519 MAYFIELD ROAD,CHESTERLAND,OH,44026,Geauga
020649050,(401) 765-1500,CVS/PHARMACY #4804,16801 CHILLICOTHE ROAD,CHAGRIN FALLS,OH,44023,Geauga
020603800,(330) 725-2340,DISCOUNT DRUG MART #34,12575 CHILLICOTHE ROAD,CHESTERLAND,OH,44026,Geauga
020806550,(330) 725-2340,DISCOUNT DRUG MART #48,8459 Washington St,Chagrin Falls,OH,44023-4511,Geauga
021311950,(412) 968-1610,GIANT EAGLE PHARMACY #0203,12692 CHILLICOTHE ROAD,CHESTERLAND,OH,44026,Geauga
021139200,(412) 968-1610,GIANT EAGLE PHARMACY #0515,8515 TANGLEWOOD SQUARE,CHAGRIN FALLS,OH,44023,Geauga
021214700,(412) 968-1610,GIANT EAGLE PHARMACY #4098,351 CENTER STREET,CHARDON,OH,44024,Geauga
020609450,(412) 968-1610,GIANT EAGLE PHARMACY #4133,15400 WEST HIGH STREET,MIDDLEFIELD,OH,44062,Geauga
020635350,(440) 286-4167,RITE AID DISCOUNT PHARMACY #2654,501 WATER STREET,CHARDON,OH,440241146,Geauga
020916750,(440) 632-5201,RITE AID DISCOUNT PHARMACY #4279,15596 WEST HIGH STREET,MIDDLEFIELD,OH,440629292,Geauga
021345050,(479) 204-2258,WAL-MART PHARMACY 10-3250,7235 MARKET PLACE DRIVE,AURORA,OH,44202,Geauga
021596350,(479) 204-2258,WAL-MART PHARMACY 10-3293,223 MEADOWLAND DRIVE,CHARDON,OH,44024,Geauga
021520100,(479) 204-2258,WAL-MART PHARMACY 10-5387,15050 SOUTH SPRINGDALE AVENUE,MIDDLEFIELD,OH,44062,Geauga
022455200,(937) 640-6010,COSTCO PHARMACY #1185,5300 CORNERSTONE NORTH BLVD.,CENTERVILLE,OH,45440,Greene
022570600,(401) 765-1500,CVS/PHARMACY # 16493,2490 N. FAIRFIELD RD,BEAVERCREEK,OH,45431,Greene
022572600,(401) 765-1500,CVS/PHARMACY # 17057,4341 FEEDWIRE ROAD,DAYTON,OH,45440,Greene
022012250,(401) 765-1500,CVS/PHARMACY # 6143,900 NORTH BROAD STREET,FAIRBORN,OH,45324,Greene
020133800,(401) 765-1500,CVS/PHARMACY #3404,35 S. ALLISON AVENUE,XENIA,OH,45385,Greene
020120200,(401) 765-1500,CVS/PHARMACY #3411,200 E DAYTON YELLOW SPRINGS RD,FAIRBORN,OH,45324,Greene
020140700,(401) 765-1500,CVS/PHARMACY #3458,1331 NORTH FAIRFIELD ROAD,BEAVERCREEK,OH,45432,Greene
021148350,(330) 725-2340,DISCOUNT DRUG MART #57,4441 STATE ROUTE 725,BELLBROOK,OH,45305,Greene
021613650,(330) 725-2340,DISCOUNT DRUG MART #73,7617 DAYTON-SPRINGFIELD ROAD,FAIRBORN,OH,45324,Greene
021085200,(513) 762-1090,KROGER PHARMACY #811,3165 DAYTON-XENIA ROAD,BEAVERCREEK,OH,45434,Greene
021043550,(513) 762-1090,KROGER PHARMACY #829,1700 WEST PARK SQUARE,XENIA,OH,45385,Greene
021135450,(513) 762-1090,KROGER PHARMACY #838,1161 EAST DAYTON-YELLOW SPRINGS RD.,FAIRBORN,OH,45324,Greene
021044200,(513) 762-1090,KROGER PHARMACY #935,6480 WILMINGTON PIKE,CENTERVILLE,OH,45459,Greene
020687850,(937) 427-6110,MEIJER PHARMACY #107,3822 COLONEL GLENN HWY.,FAIRBORN,OH,45324,Greene
020167200,937-372-1677,RITE AID #1006,34 SOUTH ALLISON AVENUE,XENIA,OH,45385-3622,Greene
021221050,(479) 204-2258,SAM'S PHARMACY 10-6517,3446 PENTAGON BLVD,BEAVERCREEK,OH,45431,Greene
020626450,(479) 204-2258,WAL-MART PHARMACY 10-1463,70 HOSPITALITY DRIVE,XENIA,OH,45385,Greene
020617200,(479) 204-2258,WAL-MART PHARMACY 10-1503,6244 WILMINGTON PIKE,CENTERVILLE,OH,45459,Greene
020766550,(479) 204-2258,WAL-MART PHARMACY 10-2124,3360 PENTAGON BLVD.,BEAVERCREEK,OH,45431,Greene
021057150,(847) 527-4251,WALGREENS #04567,6485 WILMINGTON PIKE,CENTERVILLE,OH,45459,Greene
021325800,(847) 527-4251,WALGREENS #06990,183 E. DAYTON YELLOW SPRINGS RD,FAIRBORN,OH,45324,Greene
021913300,(847) 527-4251,WALGREENS #11510,2269 N. FAIRFIELD ROAD,BEAVERCREEK,OH,45431-2526,Greene
021960750,(847) 527-4251,WALGREENS #12703,537 W. MAIN STREET,XENIA,OH,45385,Greene
020111150,(401) 765-1500,CVS/PHARMACY #3472,1116 WHEELING AVENUE,CAMBRIDGE,OH,43725,Guernsey
022627500,(740) 255-5844,NORTHSIDE CAMBRIDGE PHARMACY,1300 CLARK STREET SUITE 4,CAMBRIDGE,OH,43725,Guernsey
021014300,(740) 432-9301,RITE AID DISCOUNT PHARMACY #4832,1045 WHEELING AVENUE,CAMBRIDGE,OH,43725,Guernsey
021284950,(479) 204-2258,WAL-MART PHARMACY 10-3262,61205 SOUTHGATE PKWY,CAMBRIDGE,OH,43725,Guernsey
022463050,(513) 862-3550,BETHESDA NORTH APOTHECARY,10500 MONTGOMERY RD,CINCINNATI,OH,45242,Hamilton
020253100,(513) 263-8760,CANN MEDICAL CENTER,5818 Madison Rd,Cincinnati,OH,45227-1708,Hamilton
020345000,5133523094,CINCINNATI HEALTH DEPARTMENT,1525 ELM STREET ELM STREET HEALTH CENTER,CINCINNATI,OH,45202,Hamilton
021236200,(513) 346-7942,COSTCO PHARMACY #379,1100 EAST KEMPER ROAD,SPRINGDALE,OH,45246,Hamilton
021183200,(513) 774-9239,COSTCO PHARMACY #384,9691 WATERSTONE BLVD,CINCINNATI,OH,45249,Hamilton
022570650,(401) 765-1500,CVS PHARMACY #16422,900 E KEMPER RD,SPRINGDALE,OH,45246,Hamilton
022571200,(401) 765-1500,CVS PHARMACY #16779,4825A MARBURG AVE.,CINCINNATI,OH,45209,Hamilton
022571300,(401) 765-1500,CVS PHARMACY #16873,9040 COLERAIN AVE.,CINCINNATI,OH,45251,Hamilton
022572450,(401) 765-1500,CVS PHARMACY #17534,6150 GLENWAY AVE.,CINCINNATI,OH,45211,Hamilton
022572500,(401) 765-1500,CVS PHARMACY #17574,9099 PLAINFIELD RD.,BLUE ASH,OH,45236,Hamilton
022013450,(401) 765-1500,CVS/PHARMACY # 6082,4000 HAUCK ROAD,SHARONVILLE,OH,45241,Hamilton
022013700,(401) 765-1500,CVS/PHARMACY # 6087,7700 HAMILTON AVENUE,MOUNT HEALTHY,OH,45231,Hamilton
022013750,(401) 765-1500,CVS/PHARMACY # 6089,10534 HARRISON AVENUE,HARRISON,OH,45030,Hamilton
022013100,(401) 765-1500,CVS/PHARMACY # 6097,9525 KENWOOD ROAD SUITE 1,CINCINNATI,OH,45242,Hamilton
022013150,(401) 765-1500,CVS/PHARMACY # 6100,5811 COLERAIN AVENUE,CINCINNATI,OH,45239,Hamilton
022013200,(401) 765-1500,CVS/PHARMACY # 6101,8560 WINTON ROAD,CINCINNATI,OH,45231,Hamilton
022013250,(401) 765-1500,CVS/PHARMACY # 6103,7001 MIAMI AVENUE,CINCINNATI,OH,45243,Hamilton
022013400,(401) 765-1500,CVS/PHARMACY # 6107,8215 COLERAIN AVENUE,CINCINNATI,OH,45239,Hamilton
022012650,(401) 765-1500,CVS/PHARMACY # 6126,371 LUDLOW AVENUE,CINCINNATI,OH,45220,Hamilton
022012700,(401) 765-1500,CVS/PHARMACY # 6129,4110 HARRISON AVENUE,CHEVIOT,OH,45211,Hamilton
022014600,(401) 765-1500,CVS/PHARMACY #2715,17 WILLIAM H. TAFT ROAD,CINCINNATI,OH,45219,Hamilton
022014700,(401) 765-1500,CVS/PHARMACY #2764,7314 MONTGOMERY ROAD,CINCINNATI,OH,45236,Hamilton
020930450,(401) 765-1500,CVS/PHARMACY #3246,4840 GLENWAY AVENUE,CINCINNATI,OH,45238,Hamilton
021302150,(401) 765-1500,CVS/PHARMACY #5426,9197 READING ROAD,CINCINNATI,OH,45215,Hamilton
022018300,(401) 765-1500,CVS/PHARMACY #6081,934 EAST MCMILLAN STREET,CINCINNATI,OH,45206,Hamilton
022013600,(401) 765-1500,CVS/PHARMACY #6085,10554 LOVELAND-MADERIA ROAD,LOVELAND,OH,45140,Hamilton
022018250,(401) 765-1500,CVS/PHARMACY #6093,8372 VINE STREET,CINCINNATI,OH,45216,Hamilton
022013000,(401) 765-1500,CVS/PHARMACY #6094,9546 MONTGOMERY ROAD,MONTGOMERY,OH,45242,Hamilton
022013050,(401) 765-1500,CVS/PHARMACY #6095,3086 MADISON ROAD,CINCINNATI,OH,45209,Hamilton
022018200,(401) 765-1500,CVS/PHARMACY #6110,3195 LINWOOD AVENUE,CINCINNATI,OH,45208,Hamilton
022012550,(401) 765-1500,CVS/PHARMACY #6111,5229 MONTGOMERY ROAD,NORWOOD,OH,45212,Hamilton
022012600,(401) 765-1500,CVS/PHARMACY #6123,7500 BEECHMONT AVENUE,CINCINNATI,OH,45255,Hamilton
022012750,(401) 765-1500,CVS/PHARMACY #6131,36 EAST SEVENTH STREET,CINCINNATI,OH,45202,Hamilton
022015350,(401) 765-1500,CVS/PHARMACY #6996,11601 SPRINGFIELD PIKE,SPRINGDALE,OH,45246,Hamilton
021056500,(401) 765-1500,CVS/PHARMACY #7699,11611 HAMILTON AVENUE,CINCINNATI,OH,45231,Hamilton
022463000,(513) 862-3550,GOOD SAMARITAN HOSP OUTPATIENT PHARMACY,375 DIXMYTH AVE,CINCINNATI,OH,45220,Hamilton
020791450,5134711605,"HART PHARMACY, INC.",4861 GLENWAY AVENUE,CINCINNATI,OH,45238,Hamilton
021695350,513-228-0812,"HUTCHESON HOMECARE PHARMACY, INC.","11930 KEMPER SPRINGS DR., STE 100",CINCINNATI,OH,45240,Hamilton
020691150,(513) 367-2253,KMART PHARMACY #7644,10560 HARRISON AVE.,HARRISON,OH,45030,Hamilton
021055300,(513) 762-1090,KROGER LIMITED PARTNERSHIP I,3636 Springdale Rd,Cincinnati,OH,45251-1407,Hamilton
021442150,(513) 762-1090,KROGER PHARMACY #014370,3491 NORTH BEND ROAD,CINCINNATI,OH,45239,Hamilton
021042700,(513) 762-1090,KROGER PHARMACY #014384,8421 WINTON ROAD,CINCINNATI,OH,45231,Hamilton
021042650,(513) 232-4474,KROGER PHARMACY #014438,2120 BEECHMONT AVENUE,CINCINNATI,OH,45230,Hamilton
021042400,(513) 762-1090,KROGER PHARMACY #014444,5910 Harrison Ave,Cincinnati,OH,45248-1606,Hamilton
021261900,(513) 762-1090,KROGER PHARMACY #014445,4001 S.R. #128,CLEVES,OH,45002,Hamilton
021041950,(513) 762-1090,KROGER PHARMACY #014915,7580 BEECHMONT AVENUE,CINCINNATI,OH,45255,Hamilton
021043000,(513) 762-1090,KROGER PHARMACY #014948,6165 GLENWAY AVENUE,CINCINNATI,OH,45211,Hamilton
021042750,(513) 762-1090,KROGER PHARMACY #355,3760 PAXTON AVENUE,CINCINNATI,OH,45209,Hamilton
021042250,(513) 762-1090,KROGER PHARMACY #400,6401 COLERAIN AVENUE,CINCINNATI,OH,45239,Hamilton
021042200,(513) 762-1090,KROGER PHARMACY #402,6950 MIAMI AVENUE,MADEIRA,OH,45243,Hamilton
021042050,(513) 677-3400,KROGER PHARMACY #413,800 LOVELAND-MADEIRA RD.,LOVELAND,OH,45140,Hamilton
021041850,(513) 762-1090,KROGER PHARMACY #421,7385 WOOSTER ROAD,MARIEMONT,OH,45227,Hamilton
021041750,(513) 762-1090,KROGER PHARMACY #428,4777 KENARD AVENUE,CINCINNATI,OH,45232,Hamilton
021041700,(513) 762-1090,KROGER PHARMACY #429,12164 LEBANON ROAD,SHARONVILLE,OH,45241,Hamilton
021041550,(513) 762-1090,KROGER PHARMACY #432,2310 FERGUSON ROAD,CINCINNATI,OH,45238,Hamilton
022525750,(513) 762-1090,KROGER PHARMACY #465,4613 MARBURG AVE,CINCINNATI,OH,45209,Hamilton
021041600,(513) 762-1090,KROGER PHARMACY #929,1 WEST CORRY STREET,CINCINNATI,OH,45219,Hamilton
021044450,(513) 762-1090,KROGER PHARMACY #943,1212 W. KEMPER ROAD,CINCINNATI,OH,45240,Hamilton
021044500,(513) 762-1090,KROGER PHARMACY #944,5080 DELHI PIKE,CINCINNATI,OH,45238,Hamilton
021042800,(513) 762-1090,KROGER PHARMACY 014351,9939 MONTGOMERY ROAD,CINCINNATI,OH,45242,Hamilton
022033250,(513) 762-1090,KROGER PHARMACY 014353,11390 MONTGOMERY ROAD,CINCINNATI,OH,45249,Hamilton
021315850,(513) 762-1090,KROGER PHARMACY 014390,7132 HAMILTON AVENUE,CINCINNATI,OH,45231,Hamilton
021967050,(513) 762-1090,KROGER PHARMACY 014418,4500 MONTGOMERY ROAD,NORWOOD,OH,45212,Hamilton
021203450,(513) 762-1090,KROGER PHARMACY 014433,10595 SPRINGFIELD PIKE,CINCINNATI,OH,45215,Hamilton
021042550,(513) 762-1090,KROGER PHARMACY 014482,3609 WARSAW AVENUE,CINCINNATI,OH,45205,Hamilton
022023550,(513) 367-2382,KROGER PHARMACY 014907,10477 HARRISON AVENUE,HARRISON,OH,45030,Hamilton
021044350,(513) 762-1090,KROGER PHARMACY 014942,4100 HUNT ROAD,CINCINNATI,OH,45236,Hamilton
021042100,(513) 762-1090,KROGER SAV-ON #405,8241 VINE STREET,CINCINNATI,OH,45216,Hamilton
021376700,(513) 598-2010,MEIJER PHARMACY #223,6550 HARRISON ROAD,CINCINNATI,OH,452477823,Hamilton
021376650,(513) 458-2410,MEIJER PHARMACY #224,3195 Geier Drive,Cincinnati,OH,45209-5012,Hamilton
021698550,(513) 245-7510,MEIJER PHARMACY #240,3711 STONE CREEK BLVD,CINCINNATI,OH,45251,Hamilton
020608950,(513) 215-0830,MERCY FRANCISCAN MEDI-CTR HARRISON,10450 NEW HAVEN ROAD,HARRISON,OH,45030,Hamilton
022316350,513-215-0830,MERCY HEALTH - WEST HOSPITAL,3300 MERCY HEALTH BLVD.,CINCINNATI,OH,45211,Hamilton
020041150,(513) 215-0830,MERCY HEALTH - WESTERN HILLS MEDICAL CENTER,3131 QUEEN CITY AVENUE,CINCINNATI,OH,45238,Hamilton
020384850,(513) 624-4677,MERCY HOSPITAL ANDERSON PHARMACY,7500 STATE ROAD,CINCINNATI,OH,45255,Hamilton
020249800,(513) 316-6817,MILLVALE @ HOPPLE HEALTH CENTER CINCINNATI HEALTH DEPARTMENT,2750 BEEKMAN STREET,CINCINNATI,OH,45225,Hamilton
020294600,5133527621,NORTHSIDE HEALTH CENTER CINCINNATI HEALTH DEPARTMENT,3917 SPRING GROVE AVENUE,CINCINNATI,OH,45223,Hamilton
021623350,(513) 579-0900,PHARMACY OVER THE RHINE,5 EAST LIBERTY STREET,CINCINNATI,OH,45202,Hamilton
020264100,(513) 807-2964,PRICE HILL HEALTH CENTER,2136 W. 8TH STREET CINCINNATI HEALTH DEPT.,CINCINNATI,OH,45204,Hamilton
021334100,(479) 204-2258,SAM'S PHARMACY 10-6450,5375 NORTH BEND ROAD,CINCINNATI,OH,45247,Hamilton
021274000,(479) 204-2258,SAM'S PHARMACY 10-6528,"815 CLEPPER LANE, EASTGATE SQUARE",CINCINNATI,OH,45245,Hamilton
021233950,(479) 204-2258,"SAM'S STORES EAST, INC. 10-8132",800 KEMPER COMMONS CIRCLE,CINCINNATI,OH,45246,Hamilton
020550900,(513) 541-0354,SCHAEPER'S NORTHSIDE PHARMACY,4187 HAMILTON AVENUE,CINCINNATI,OH,45223,Hamilton
020986450,(513) 585-3902,THE CHRIST HOSPITAL APOTHECARY,2139 AUBURN AVE. SUITE 1005,CINCINNATI,OH,45219,Hamilton
021047300,(513) 686-5060,THE JEWISH HOSPITAL,4777 E. GALBRAITH ROAD,CINCINNATI,OH,45236,Hamilton
020145300,(877) 403-4229,TRIHEALTH PHARMACY SOLUTIONS,4623 Wesley Ave Ste N,Cincinnati,OH,45212-2272,Hamilton
020994650,(440) 935-3959,UC - MEDICAL CENTER - HOLMES DIVISION PHARMACY,"EDEN & ALBERT SABIN WAY, ML #443",CINCINNATI,OH,45219,Hamilton
021450350,(513) 584-8807,UC - MEDICAL CENTER - HOXWORTH PHARMACY,"3130 HIGHLAND AVE., RM G200",CINCINNATI,OH,45219,Hamilton
020988250,(513) 584-8802,UNIV OF CINCINNATI MEDICAL CENTER - IN-PATIENT PHARMACY,"234 GOODMAN ST., ML 0740",CINCINNATI,OH,45219,Hamilton
020640750,(479) 204-2258,WAL-MART PHARMACY 10-1521,8451 COLERAIN AVENUE,CINCINNATI,OH,45251,Hamilton
020811550,(479) 204-2258,WAL-MART PHARMACY 10-2250,4000 REDBANK RD.,CINCINNATI,OH,45227,Hamilton
020966600,(479) 204-2258,WAL-MART PHARMACY 10-2447,2322 FERGUSON ROAD,CINCINNATI,OH,45238,Hamilton
021589450,(479) 204-2258,WAL-MART PHARMACY 10-3656,1143 SMILEY AVENUE,CINCINNATI,OH,45240,Hamilton
021692050,(479) 204-2258,WAL-MART PHARMACY 10-3749,2801 CUNNINGHAM DRIVE,CINCINNATI,OH,45241,Hamilton
021816750,(479) 204-2258,WAL-MART PHARMACY 10-4609,10240 COLERAIN AVENUE,CINCINNATI,OH,45251,Hamilton
020132900,(847) 527-4251,WALGREENS #00274,3822 PAXTON AVE,CINCINNATI,OH,45209,Hamilton
020497500,8475274251,WALGREENS #01502,6204 MONTGOMERY,CINCINNATI,OH,45213,Hamilton
020186050,(847) 527-4251,WALGREENS #02136,4090 E GALBRAITH ROAD,DEER PARK,OH,45236,Hamilton
020683050,(847) 527-4251,WALGREENS #02694,385 NORTHLAND BLVD.,CINCINNATI,OH,45240,Hamilton
020768400,(847) 527-4251,WALGREENS #02697,9580 KENWOOD ROAD,BLUE ASH,OH,45242-6140,Hamilton
020898550,(847) 527-4251,WALGREENS #03672,2335 JOHN GRAY ROAD,CINCINNATI,OH,45231,Hamilton
020942950,(847) 527-4251,WALGREENS #03792,9520 FIELDS ERTEL ROAD,LOVELAND,OH,45140,Hamilton
020126900,8475274251,WALGREENS #03807,5508 BRIDGETOWN ROAD,CINCINNATI,OH,45248,Hamilton
020961000,(847) 527-4251,WALGREENS #03864,719 OHIO PIKE,CINCINNATI,OH,45245,Hamilton
020090650,(847) 527-4251,WALGREENS #04245,5403 N. BEND ROAD,CINCINNATI,OH,45247,Hamilton
021014700,(513) 347-3359,WALGREENS #04246,2320 BOUDINOT AVENUE,CINCINNATI,OH,452383417,Hamilton
020125300,(847) 527-4251,WALGREENS #04522,9775 COLERAIN AVENUE,CINCINNATI,OH,45251,Hamilton
021086450,(847) 527-4251,WALGREENS #04893,12110 LEBANON ROAD,SHARONVILLE,OH,45241,Hamilton
020338700,8475274251,WALGREENS #05632,9 WEST MITCHELL AVENUE,CINCINNATI,OH,452171525,Hamilton
020169250,(847) 527-4251,WALGREENS #05716,1776 SEYMOUR,CINCINNATI,OH,45237,Hamilton
020465550,8475274251,WALGREENS #06653,3105 GLENDALE MILFORD ROAD,CINCINNATI,OH,452413134,Hamilton
021340750,8475274251,WALGREENS #06787,3084 W. GALBRAITH ROAD,CINCINNATI,OH,45239-4282,Hamilton
021355900,(513) 931-4707,WALGREENS #07045,7864 HAMILTON AVENUE,MOUNT HEALTHY,OH,452313160,Hamilton
021402800,(847) 527-4251,WALGREENS #07053,601 RACE STREET,CINCINNATI,OH,452022322,Hamilton
020529900,(847) 527-4251,WALGREENS #07181,4241 GLENWAY AVENUE,CINCINNATI,OH,45205,Hamilton
020461650,(847) 527-4251,WALGREENS #07182,3186 HARRISON AVENUE,CINCINNATI,OH,452115641,Hamilton
020468100,(847) 527-4251,WALGREENS #07435,4605 MONTGOMERY RD,NORWOOD,OH,452122607,Hamilton
020629350,(847) 527-4251,WALGREENS #07470,1032 HARRISON AVENUE,HARRISON,OH,45030-1522,Hamilton
020493450,(847) 527-4251,WALGREENS #07877,7398 WOOSTER PIKE,CINCINNATI,OH,452273834,Hamilton
021413800,(847) 527-4251,WALGREENS #07900,2203 BEECHMONT AVE,CINCINNATI,OH,45230-1518,Hamilton
021613050,(847) 527-4251,WALGREENS #09636,6385 BRANCH HILL GUINEA PIKE,LOVELAND,OH,45140,Hamilton
020085700,(847) 527-4251,WALGREENS #09775,406 MAIN STREET,CINCINNATI,OH,45202-0001,Hamilton
020527200,(847) 527-4251,WALGREENS #10493,398 ANDERSON FERRY ROAD,CINCINNATI,OH,45238-5695,Hamilton
020789400,8475274251,WALGREENS #11269,8210 WINTON ROAD,CINCINNATI,OH,452315903,Hamilton
020112900,(847) 527-4251,WALGREENS #11630,6918 HAMILTON AVE,CINCINNATI,OH,45231,Hamilton
020106100,(847) 527-4251,WALGREENS #12830,3 W. CORRY STREET,CINCINNATI,OH,45219,Hamilton
020592250,(847) 527-4251,WALGREENS #12831,7135 BEECHMONT AVE.,CINCINNATI,OH,45230,Hamilton
020580400,(847) 527-4251,WALGREENS #2875,1982 EIGHT MILE RD,CINCINNATI,OH,45255,Hamilton
021074700,(847) 527-4251,WALGREENS #4731,6901 MIAMI AVENUE,MADEIRA,OH,45243,Hamilton
020162300,(401) 765-1500,CVS/PHARMACY #5813,463 TIFFIN AVENUE,FINDLAY,OH,45840,Hancock
021251100,(513) 762-1090,KROGER PHARMACY 16327,1996 E. TIFFIN AVENUE,FINDLAY,OH,45840,Hancock
021385200,(513) 762-1090,KROGER PHARMACY 16510,101 6TH STREET,FINDLAY,OH,45840,Hancock
020423700,(419) 427-4010,MEIJER PHARMACY #51,2200 TIFFIN AVE.,FINDLAY,OH,45840,Hancock
020158250,419-435-7716,RITE AID #2320,113 N. COUNTYLINE STREET,FOSTORIA,OH,44830,Hancock
020187550,(419) 424-1828,RITE AID #2359,1501 N. MAIN STREET,FINDLAY,OH,458403752,Hancock
021019300,(419) 420-9485,RITE AID DISCOUNT PHARMACY #4736,301 NORTH MAIN STREET,FINDLAY,OH,45840,Hancock
020664200,(479) 204-2258,WAL-MART PHARMACY 10-1718,2500 TIFFIN AVENUE,FINDLAY,OH,45840,Hancock
021593700,(479) 204-2258,WAL-MART PHARMACY 10-3840,1161 TRENTON AVENUE,FINDLAY,OH,45840,Hancock
021423700,(847) 527-4251,WALGREENS #07683,15031 SR 224 E,FINDLAY,OH,45840-7764,Hancock
022011250,(401) 765-1500,CVS/PHARMACY #6172,987 EAST COLUMBUS STREET,KENTON,OH,43326,Hardin
020965450,(513) 762-1090,KROGER PHARMACY N-555,981 EAST COLUMBUS STREET,KENTON,OH,43326,Hardin
021601500,(419) 634-0888,RITE AID #7844,610 S. MAIN STREET,ADA,OH,458101503,Hardin
020359750,(419) 673-5220,RITE AID DISCOUNT PHARMACY #2363,130 S. DETROIT STREET,KENTON,OH,43326,Hardin
021520800,(479) 204-2258,WAL-MART PHARMACY 10-5355,1241 EAST COLUMBUS STREET,KENTON,OH,43326,Hardin
020472850,740-942-3101,RITE AID DISCOUNT PHARMACY #1793,651 LINCOLN AVE.,CADIZ,OH,43907,Harrison
020156700,419-492-9086,RITE AID DISCOUNT PHARMACY #2313,1111 SCOTT STREET,NAPOLEON,OH,43545,Henry
020609550,(479) 204-2258,WAL-MART PHARMACY 10-1416,1815 SCOTT STREET,NAPOLEON,OH,43545,Henry
020130250,(401) 765-1500,CVS/PHARMACY #3446,1400 NORTH HIGH STREET,HILLSBORO,OH,45133,Highland
021261950,(513) 762-1090,KROGER PHARMACY #014380,575 HARRY SAUNER ROAD,HILLSBORO,OH,45133,Highland
020162600,(937) 393-1734,RITE AID DISCOUNT PHARMACY #142,421 NORTH HIGH STREET,HILLSBORO,OH,451331132,Highland
020757300,(937) 981-7133,RITE AID DISCOUNT PHARMACY #3466,109 JEFFERSON STREET,GREENFIELD,OH,45123,Highland
021337850,(479) 204-2258,WAL-MART PHARMACY 10-3515,540 HARRY SAUNER ROAD,HILLSBORO,OH,45133,Highland
021751600,8475274251,WALGREENS #11158,1090 NORTHVIEW DRIVE,HILLSBORO,OH,45133,Highland
022014050,(401) 765-1500,CVS/PHARMACY #3454,1390 WEST HUNTER STREET,LOGAN,OH,43138,Hocking
020882600,(513) 762-1090,KROGER PHARMACY N-542,31550 CHIEFTAIN DRIVE,LOGAN,OH,43138,Hocking
021285050,(479) 204-2258,WAL-MART PHARMACY 10-3282,12910 STATE ROUTE 664,LOGAN,OH,43138,Hocking
0232000065,(401) 770-3955,"Ohio CVS Stores, L.L.C. #11373",4900 Oak Street PO Box 296,Berlin,OH,44610,Holmes
020678800,(479) 204-2258,WAL-MART PHARMACY 10-1724,1640 SOUTH WASHINGTON ST. BOX 247,MILLERSBURG,OH,44654,Holmes
022011300,(401) 765-1500,CVS/PHARMACY #6173,106 MILAN AVENUE,NORWALK,OH,44857,Huron
020671850,(330) 725-2340,DISCOUNT DRUG MART #37,201 CLINE STREET,NORWALK,OH,44857,Huron
020157450,(330) 725-2340,DISCOUNT DRUG MART INC. #16,307 W WALTON ST,WILLARD,OH,44890,Huron
020708800,(419) 935-3900,RITE AID DISCOUNT PHARMACY #3357,4 EAST WALTON STREET,WILLARD,OH,448909419,Huron
020391400,419-668-9775,RITE AID PHARMACY #1433,99 WHITTLESEY AVENUE,NORWALK,OH,44857,Huron
020751050,(479) 204-2258,WAL-MART PHARMACY 10-1986,340 WEST WIND DRIVE,NORWALK,OH,44857,Huron
021722550,(847) 527-4251,WALGREENS #10956,4 E. LEAGUE STREET,NORWALK,OH,44857-1308,Huron
020109350,(401) 765-1500,CVS/PHARMACY #3419,353 E. MAIN STREET,JACKSON,OH,45640,Jackson
