,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
668,Norfentanyl,0.22,9.94,(4) Thu,0.0,0.07,(07) Jul,0,12.41,2019-07-11 03:00:00,TP04
669,Norfentanyl,0.08,11.34,(5) Fri,0.0,0.07,(07) Jul,0,13.42,2019-07-12 03:00:00,TP04
670,Norfentanyl,0.5,13.8,(6) Sat,0.0,0.08,(07) Jul,1,14.49,2019-07-13 03:00:00,TP04
671,Norfentanyl,0.51,9.46,(7) Sun,0.0,0.05,(07) Jul,1,9.95,2019-07-14 03:00:00,TP04
672,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(07) Jul,-10000,-9999.99,2019-07-08 03:00:00,TP04
673,Heroin,-9999.99,-9999.99,(2) Tue,-9999.99,-9999.99,(07) Jul,-10000,-9999.99,2019-07-09 03:00:00,TP04
674,Heroin,0.18,1.89,(3) Wed,0.0,0.01,(07) Jul,0,2.37,2019-07-10 03:00:00,TP04
675,Heroin,0.9,5.31,(4) Thu,0.01,0.04,(07) Jul,1,6.63,2019-07-11 03:00:00,TP04
676,Heroin,-9999.99,-9999.99,(5) Fri,-9999.99,-9999.99,(07) Jul,-10000,-9999.99,2019-07-12 03:00:00,TP04
677,Heroin,1.53,15.84,(6) Sat,0.01,0.09,(07) Jul,2,16.63,2019-07-13 03:00:00,TP04
678,Heroin,0.29,8.06,(7) Sun,0.0,0.05,(07) Jul,0,8.48,2019-07-14 03:00:00,TP04
679,6-Acetylmorphine,0.02,9.3,(1) Mon,0.0,0.06,(07) Jul,0,11.35,2019-07-08 03:00:00,TP04
680,6-Acetylmorphine,0.63,6.22,(2) Tue,0.0,0.04,(07) Jul,1,7.82,2019-07-09 03:00:00,TP04
681,6-Acetylmorphine,0.3,9.84,(3) Wed,0.0,0.07,(07) Jul,0,12.37,2019-07-10 03:00:00,TP04
682,6-Acetylmorphine,0.2,7.9,(4) Thu,0.0,0.05,(07) Jul,0,9.86,2019-07-11 03:00:00,TP04
683,6-Acetylmorphine,0.44,7.25,(5) Fri,0.0,0.05,(07) Jul,1,8.58,2019-07-12 03:00:00,TP04
684,6-Acetylmorphine,0.68,11.16,(6) Sat,0.0,0.06,(07) Jul,1,11.72,2019-07-13 03:00:00,TP04
685,6-Acetylmorphine,0.52,10.81,(7) Sun,0.0,0.06,(07) Jul,1,11.37,2019-07-14 03:00:00,TP04
686,Oxycodone,1.1,19.1,(1) Mon,0.01,0.11,(08) Aug,1,20.16,2019-08-19 03:00:00,TP04
687,Oxycodone,0.37,21.83,(2) Tue,0.0,0.14,(08) Aug,0,25.75,2019-08-20 03:00:00,TP04
688,Oxycodone,0.98,33.22,(3) Wed,0.01,0.22,(08) Aug,1,39.93,2019-08-21 03:00:00,TP04
689,Oxycodone,1.36,35.77,(4) Thu,0.01,0.23,(08) Aug,2,42.55,2019-08-22 03:00:00,TP04
690,Oxycodone,2.2,48.49,(5) Fri,0.01,0.32,(08) Aug,3,58.19,2019-08-23 03:00:00,TP04
691,Oxycodone,0.08,19.06,(6) Sat,0.0,0.12,(08) Aug,0,22.69,2019-08-24 03:00:00,TP04
692,Oxycodone,1.16,18.02,(7) Sun,0.01,0.11,(08) Aug,1,19.46,2019-08-25 03:00:00,TP04
693,Noroxycodone,0.39,31.9,(1) Mon,0.0,0.18,(08) Aug,0,33.68,2019-08-19 03:00:00,TP04
694,Noroxycodone,0.02,38.32,(2) Tue,0.0,0.25,(08) Aug,0,45.22,2019-08-20 03:00:00,TP04
695,Noroxycodone,0.49,49.5,(3) Wed,0.0,0.32,(08) Aug,1,59.49,2019-08-21 03:00:00,TP04
696,Noroxycodone,3.26,50.18,(4) Thu,0.02,0.33,(08) Aug,4,59.69,2019-08-22 03:00:00,TP04
697,Noroxycodone,0.51,53.1,(5) Fri,0.0,0.35,(08) Aug,1,63.72,2019-08-23 03:00:00,TP04
698,Noroxycodone,0.9,24.06,(6) Sat,0.01,0.16,(08) Aug,1,28.65,2019-08-24 03:00:00,TP04
699,Noroxycodone,0.46,22.8,(7) Sun,0.0,0.13,(08) Aug,0,24.63,2019-08-25 03:00:00,TP04
700,Codeine,4.53,48.38,(1) Mon,0.03,0.28,(08) Aug,5,51.09,2019-08-19 03:00:00,TP04
701,Codeine,1.71,76.22,(2) Tue,0.01,0.49,(08) Aug,2,89.94,2019-08-20 03:00:00,TP04
702,Codeine,6.75,96.95,(3) Wed,0.04,0.64,(08) Aug,8,116.52,2019-08-21 03:00:00,TP04
703,Codeine,3.99,48.92,(4) Thu,0.03,0.32,(08) Aug,5,58.2,2019-08-22 03:00:00,TP04
704,Codeine,5.29,112.76,(5) Fri,0.03,0.74,(08) Aug,6,135.3,2019-08-23 03:00:00,TP04
705,Codeine,6.4,63.56,(6) Sat,0.04,0.41,(08) Aug,8,75.68,2019-08-24 03:00:00,TP04
706,Codeine,1.09,68.64,(7) Sun,0.01,0.4,(08) Aug,1,74.14,2019-08-25 03:00:00,TP04
707,Fentanyl,0.06,0.37,(1) Mon,0.0,0.0,(08) Aug,0,0.39,2019-08-19 03:00:00,TP04
708,Fentanyl,0.04,0.85,(2) Tue,0.0,0.01,(08) Aug,0,1.0,2019-08-20 03:00:00,TP04
709,Fentanyl,0.04,1.58,(3) Wed,0.0,0.01,(08) Aug,0,1.9,2019-08-21 03:00:00,TP04
710,Fentanyl,0.14,1.59,(4) Thu,0.0,0.01,(08) Aug,0,1.9,2019-08-22 03:00:00,TP04
711,Fentanyl,0.12,1.63,(5) Fri,0.0,0.01,(08) Aug,0,1.96,2019-08-23 03:00:00,TP04
712,Fentanyl,0.09,1.49,(6) Sat,0.0,0.01,(08) Aug,0,1.77,2019-08-24 03:00:00,TP04
713,Fentanyl,0.02,1.45,(7) Sun,0.0,0.01,(08) Aug,0,1.57,2019-08-25 03:00:00,TP04
714,Norfentanyl,0.21,13.71,(1) Mon,0.0,0.08,(08) Aug,0,14.48,2019-08-19 03:00:00,TP04
715,Norfentanyl,0.7,6.83,(2) Tue,0.0,0.04,(08) Aug,1,8.06,2019-08-20 03:00:00,TP04
716,Norfentanyl,0.12,9.94,(3) Wed,0.0,0.07,(08) Aug,0,11.94,2019-08-21 03:00:00,TP04
717,Norfentanyl,0.21,7.42,(4) Thu,0.0,0.05,(08) Aug,0,8.83,2019-08-22 03:00:00,TP04
718,Norfentanyl,0.07,8.71,(5) Fri,0.0,0.06,(08) Aug,0,10.45,2019-08-23 03:00:00,TP04
719,Norfentanyl,0.46,10.96,(6) Sat,0.0,0.07,(08) Aug,1,13.05,2019-08-24 03:00:00,TP04
720,Norfentanyl,0.47,6.98,(7) Sun,0.0,0.04,(08) Aug,0,7.54,2019-08-25 03:00:00,TP04
721,Heroin,0.54,10.4,(1) Mon,0.0,0.06,(08) Aug,1,10.98,2019-08-19 03:00:00,TP04
722,Heroin,1.52,8.66,(2) Tue,0.01,0.06,(08) Aug,2,10.22,2019-08-20 03:00:00,TP04
723,Heroin,0.18,11.67,(3) Wed,0.0,0.08,(08) Aug,0,14.02,2019-08-21 03:00:00,TP04
724,Heroin,2.0,22.01,(4) Thu,0.01,0.14,(08) Aug,2,26.18,2019-08-22 03:00:00,TP04
725,Heroin,1.14,33.88,(5) Fri,0.01,0.22,(08) Aug,1,40.65,2019-08-23 03:00:00,TP04
726,Heroin,0.88,23.45,(6) Sat,0.01,0.15,(08) Aug,1,27.93,2019-08-24 03:00:00,TP04
727,Heroin,0.61,14.53,(7) Sun,0.0,0.09,(08) Aug,1,15.7,2019-08-25 03:00:00,TP04
728,6-Acetylmorphine,0.09,35.47,(1) Mon,0.0,0.2,(08) Aug,0,37.45,2019-08-19 03:00:00,TP04
729,6-Acetylmorphine,1.65,19.93,(2) Tue,0.01,0.13,(08) Aug,2,23.51,2019-08-20 03:00:00,TP04
730,6-Acetylmorphine,1.89,27.32,(3) Wed,0.01,0.18,(08) Aug,2,32.84,2019-08-21 03:00:00,TP04
731,6-Acetylmorphine,1.11,35.12,(4) Thu,0.01,0.23,(08) Aug,1,41.78,2019-08-22 03:00:00,TP04
732,6-Acetylmorphine,4.58,56.89,(5) Fri,0.03,0.37,(08) Aug,5,68.26,2019-08-23 03:00:00,TP04
733,6-Acetylmorphine,2.39,41.1,(6) Sat,0.02,0.27,(08) Aug,3,48.94,2019-08-24 03:00:00,TP04
734,6-Acetylmorphine,0.1,40.37,(7) Sun,0.0,0.24,(08) Aug,0,43.6,2019-08-25 03:00:00,TP04
735,Oxycodone,1.19,37.9,(1) Mon,0.01,0.25,(09) Sep,1,46.39,2019-09-09 03:00:00,TP04
736,Oxycodone,1.9,32.86,(2) Tue,0.01,0.22,(09) Sep,2,41.0,2019-09-10 03:00:00,TP04
737,Oxycodone,3.37,43.76,(3) Wed,0.02,0.31,(09) Sep,4,56.53,2019-09-11 03:00:00,TP04
738,Oxycodone,4.04,51.58,(4) Thu,0.03,0.35,(09) Sep,5,64.69,2019-09-12 03:00:00,TP04
739,Oxycodone,2.3,49.37,(5) Fri,0.01,0.32,(09) Sep,3,57.94,2019-09-13 03:00:00,TP04
740,Oxycodone,1.31,11.58,(6) Sat,0.01,0.07,(09) Sep,1,12.81,2019-09-14 03:00:00,TP04
741,Oxycodone,0.82,19.16,(7) Sun,0.0,0.11,(09) Sep,1,21.08,2019-09-15 03:00:00,TP04
742,Noroxycodone,1.39,26.88,(1) Mon,0.01,0.18,(09) Sep,2,32.9,2019-09-09 03:00:00,TP04
743,Noroxycodone,0.2,21.2,(2) Tue,0.0,0.14,(09) Sep,0,26.45,2019-09-10 03:00:00,TP04
744,Noroxycodone,0.66,27.34,(3) Wed,0.0,0.19,(09) Sep,1,35.32,2019-09-11 03:00:00,TP04
745,Noroxycodone,1.45,33.28,(4) Thu,0.01,0.23,(09) Sep,2,41.73,2019-09-12 03:00:00,TP04
746,Noroxycodone,0.07,35.45,(5) Fri,0.0,0.23,(09) Sep,0,41.6,2019-09-13 03:00:00,TP04
747,Noroxycodone,-9999.99,-9999.99,(6) Sat,-9999.99,-9999.99,(09) Sep,-10000,-9999.99,2019-09-14 03:00:00,TP04
748,Noroxycodone,0.4,14.41,(7) Sun,0.0,0.09,(09) Sep,0,15.85,2019-09-15 03:00:00,TP04
749,Codeine,7.86,46.95,(1) Mon,0.05,0.31,(09) Sep,10,57.46,2019-09-09 03:00:00,TP04
750,Codeine,1.79,32.76,(2) Tue,0.01,0.22,(09) Sep,2,40.87,2019-09-10 03:00:00,TP04
751,Codeine,3.41,34.62,(3) Wed,0.02,0.24,(09) Sep,4,44.73,2019-09-11 03:00:00,TP04
752,Codeine,1.33,60.67,(4) Thu,0.01,0.41,(09) Sep,2,76.09,2019-09-12 03:00:00,TP04
753,Codeine,0.37,42.76,(5) Fri,0.0,0.27,(09) Sep,0,50.18,2019-09-13 03:00:00,TP04
754,Codeine,0.2,30.21,(6) Sat,0.0,0.18,(09) Sep,0,33.41,2019-09-14 03:00:00,TP04
755,Codeine,3.32,44.14,(7) Sun,0.02,0.26,(09) Sep,4,48.56,2019-09-15 03:00:00,TP04
756,Fentanyl,0.13,2.34,(1) Mon,0.0,0.02,(09) Sep,0,2.87,2019-09-09 03:00:00,TP04
757,Fentanyl,0.08,1.9,(2) Tue,0.0,0.01,(09) Sep,0,2.37,2019-09-10 03:00:00,TP04
758,Fentanyl,0.06,1.3,(3) Wed,0.0,0.01,(09) Sep,0,1.68,2019-09-11 03:00:00,TP04
759,Fentanyl,0.11,3.07,(4) Thu,0.0,0.02,(09) Sep,0,3.85,2019-09-12 03:00:00,TP04
760,Fentanyl,0.19,3.66,(5) Fri,0.0,0.02,(09) Sep,0,4.3,2019-09-13 03:00:00,TP04
761,Fentanyl,0.05,1.37,(6) Sat,0.0,0.01,(09) Sep,0,1.51,2019-09-14 03:00:00,TP04
762,Fentanyl,0.04,2.53,(7) Sun,0.0,0.02,(09) Sep,0,2.79,2019-09-15 03:00:00,TP04
763,Norfentanyl,1.04,17.0,(1) Mon,0.01,0.11,(09) Sep,1,20.8,2019-09-09 03:00:00,TP04
764,Norfentanyl,0.46,12.93,(2) Tue,0.0,0.09,(09) Sep,1,16.13,2019-09-10 03:00:00,TP04
765,Norfentanyl,0.57,8.58,(3) Wed,0.0,0.06,(09) Sep,1,11.09,2019-09-11 03:00:00,TP04
766,Norfentanyl,0.52,9.01,(4) Thu,0.0,0.06,(09) Sep,1,11.29,2019-09-12 03:00:00,TP04
767,Norfentanyl,0.1,19.74,(5) Fri,0.0,0.13,(09) Sep,0,23.17,2019-09-13 03:00:00,TP04
768,Norfentanyl,0.88,14.14,(6) Sat,0.01,0.09,(09) Sep,1,15.64,2019-09-14 03:00:00,TP04
769,Norfentanyl,0.74,12.75,(7) Sun,0.0,0.08,(09) Sep,1,14.03,2019-09-15 03:00:00,TP04
770,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(09) Sep,-10000,-9999.99,2019-09-09 03:00:00,TP04
771,Heroin,0.49,6.68,(2) Tue,0.0,0.05,(09) Sep,1,8.33,2019-09-10 03:00:00,TP04
772,Heroin,0.92,11.82,(3) Wed,0.01,0.08,(09) Sep,1,15.27,2019-09-11 03:00:00,TP04
773,Heroin,0.02,14.93,(4) Thu,0.0,0.1,(09) Sep,0,18.72,2019-09-12 03:00:00,TP04
774,Heroin,0.66,11.41,(5) Fri,0.0,0.07,(09) Sep,1,13.39,2019-09-13 03:00:00,TP04
775,Heroin,3.51,59.67,(6) Sat,0.02,0.36,(09) Sep,4,66.0,2019-09-14 03:00:00,TP04
776,Heroin,1.79,37.57,(7) Sun,0.01,0.23,(09) Sep,2,41.33,2019-09-15 03:00:00,TP04
777,6-Acetylmorphine,1.6,11.0,(1) Mon,0.01,0.07,(09) Sep,2,13.47,2019-09-09 03:00:00,TP04
778,6-Acetylmorphine,0.16,19.22,(2) Tue,0.0,0.13,(09) Sep,0,23.97,2019-09-10 03:00:00,TP04
779,6-Acetylmorphine,1.41,22.89,(3) Wed,0.01,0.16,(09) Sep,2,29.58,2019-09-11 03:00:00,TP04
780,6-Acetylmorphine,0.57,32.39,(4) Thu,0.0,0.22,(09) Sep,1,40.62,2019-09-12 03:00:00,TP04
781,6-Acetylmorphine,1.3,29.48,(5) Fri,0.01,0.19,(09) Sep,2,34.59,2019-09-13 03:00:00,TP04
782,6-Acetylmorphine,0.21,94.44,(6) Sat,0.0,0.57,(09) Sep,0,104.46,2019-09-14 03:00:00,TP04
783,6-Acetylmorphine,0.08,37.19,(7) Sun,0.0,0.22,(09) Sep,0,40.92,2019-09-15 03:00:00,TP04
